#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: alpha in the simple power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the simple power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the simple power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Simple power-law (PL) equation: f = norm*(E/enorm)^{alpha}
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | alpha | alpha_low | alpha_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB131105A   |    576738    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB131103A   |    576562    | -1.370380e+00 | -1.648830e+00 | -1.090160e+00 | 1.290380e-02 | 1.055760e-02 | 1.524470e-02 | 58.25 | 57 | 1.022 | 4.292044e-01 | 50.0000 | 1 | 0.612000 | 1.612000 |  
GRB131031A   |    576277    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB131030A   |    576238    | -9.590010e-01 | -1.003820e+00 | -9.139430e-01 | 2.444320e-01 | 2.380130e-01 | 2.508420e-01 | 83.40 | 57 | 1.463 | 1.289297e-02 | 50.0000 | 1 | 6.400000 | 7.400000 |  
GRB131024B   |    575754    | -5.700490e-01 | -9.629560e-01 | -1.244030e-01 | 6.686170e-03 | 4.781220e-03 | 8.532840e-03 | 73.27 | 57 | 1.285 | 7.213927e-02 | 50.0000 | 1 | 1.036000 | 2.036000 |  
GRB131024A   |    575707    | -1.174530e+00 | -1.877050e+00 | -3.676570e-01 | 2.127420e-03 | 1.125890e-03 | 3.125140e-03 | 60.44 | 57 | 1.060 | 3.528376e-01 | 50.0000 | 1 | -55.500000 | -54.500000 |  
GRB131018A   |    574935    | -1.835980e+00 | -2.300170e+00 | -1.418590e+00 | 3.442130e-03 | 2.389710e-03 | 4.444140e-03 | 75.13 | 57 | 1.318 | 5.406302e-02 | 50.0000 | 1 | 59.412000 | 60.412000 |  
GRB131004A   |    573190    | -1.701780e+00 | -1.804230e+00 | -1.600770e+00 | 2.532590e-02 | 2.368530e-02 | 2.695710e-02 | 81.19 | 57 | 1.424 | 1.934430e-02 | 50.0000 | 1 | -0.268000 | 0.732000 |  
GRB131002B   |    572742    | -2.231650e+00 | -2.670510e+00 | -1.852510e+00 | 3.539850e-03 | 2.412470e-03 | 4.650570e-03 | 47.82 | 57 | 0.8390 | 8.015271e-01 | 50.0000 | 1 | 5.384000 | 6.384000 |  
GRB131002A   |    572721    | -1.204270e+00 | -1.380320e+00 | -1.025760e+00 | 1.031170e-02 | 9.252670e-03 | 1.137030e-02 | 52.19 | 57 | 0.9156 | 6.557237e-01 | 50.0000 | 1 | 43.172000 | 44.172000 |  
GRB131001A   |  00082217006 | -1.545500e+00 | -1.705980e+00 | -1.388650e+00 | 2.060850e-02 | 1.845260e-02 | 2.275110e-02 | 78.38 | 57 | 1.375 | 3.170541e-02 | 50.0000 | 1 | 1.000000 | 2.000000 |  
GRB130929A   |    572308    | -2.058780e+00 | -2.450840e+00 | -1.711380e+00 | 1.095330e-02 | 8.108720e-03 | 1.365780e-02 | 76.40 | 57 | 1.340 | 4.413103e-02 | 50.0000 | 1 | 1.324000 | 2.324000 |  
GRB130925A   |    571830    | -1.909130e+00 | -2.067390e+00 | -1.757080e+00 | 5.090160e-02 | 4.604130e-02 | 5.567960e-02 | 49.97 | 57 | 0.8766 | 7.339862e-01 | 50.0000 | 1 | -35.636000 | -34.636000 |  
GRB130919A   |    571271    | -1.313200e+00 | -1.735360e+00 | -8.748690e-01 | 4.662540e-03 | 3.500590e-03 | 5.821240e-03 | 63.83 | 57 | 1.120 | 2.490832e-01 | 50.0000 | 1 | -6.344000 | -5.344000 |  
GRB130913A   |    570531    | -2.971800e-01 | -2.203290e+00 | -0.000000e+00 | 1.071900e-03 | 0.000000e+00 | 2.141630e-03 | 60.86 | 57 | 1.068 | 3.388716e-01 | 50.0000 | 1 | 3.500000 | 4.500000 |  
GRB130912A   |    570465    | -1.267730e+00 | -1.523880e+00 | -1.009710e+00 | 1.815030e-02 | 1.550610e-02 | 2.079450e-02 | 68.04 | 57 | 1.194 | 1.503185e-01 | 50.0000 | 1 | -0.336000 | 0.664000 |  
GRB130907A   |    569992    | -9.912320e-01 | -1.024700e+00 | -9.576600e-01 | 2.246670e-01 | 2.205720e-01 | 2.287520e-01 | 59.55 | 57 | 1.045 | 3.831426e-01 | 50.0000 | 1 | 57.664000 | 58.664000 |  
GRB130831B   |    568855    | -1.654890e+00 | -1.997170e+00 | -1.326980e+00 | 1.841590e-02 | 1.480610e-02 | 2.195050e-02 | 53.31 | 57 | 0.9352 | 6.144445e-01 | 50.0000 | 1 | -0.052000 | 0.948000 |  
GRB130831A   |    568849    | -1.703360e+00 | -1.776950e+00 | -1.630440e+00 | 1.019430e-01 | 9.766860e-02 | 1.062020e-01 | 56.44 | 57 | 0.9902 | 4.960543e-01 | 50.0000 | 1 | 2.296000 | 3.296000 |  
GRB130829A   |    568417    | -1.499650e+00 | -1.866190e+00 | -1.138740e+00 | 5.024010e-03 | 3.910900e-03 | 6.113810e-03 | 51.40 | 57 | 0.9018 | 6.841590e-01 | 50.0000 | 1 | 50.904000 | 51.904000 |  
GRB130822A   |    567163    | -1.866240e+00 | -2.719070e+00 | -1.209130e+00 | 2.274620e-03 | 1.123610e-03 | 3.320320e-03 | 44.24 | 57 | 0.7761 | 8.914561e-01 | 50.0000 | 1 | -0.478000 | 0.522000 |  
GRB130816B   |    566561    | -1.667130e+00 | -1.874170e+00 | -1.465520e+00 | 7.662390e-03 | 6.568030e-03 | 8.744600e-03 | 51.14 | 57 | 0.8972 | 6.934386e-01 | 50.0000 | 1 | 0.168000 | 1.168000 |  
GRB130816A   |    566545    | -2.037680e+00 | -2.328130e+00 | -1.773070e+00 | 1.015120e-02 | 8.068340e-03 | 1.217740e-02 | 53.29 | 57 | 0.9349 | 6.151634e-01 | 50.0000 | 1 | -0.036000 | 0.964000 |  
GRB130812A   |    566228    | -2.478380e+00 | -2.639150e+00 | -2.325760e+00 | 1.477660e-02 | 1.309750e-02 | 1.643660e-02 | 55.15 | 57 | 0.9675 | 5.448078e-01 | 50.0000 | 1 | -0.140000 | 0.860000 |  
GRB130807A   |    565651    | -1.467170e+00 | -1.741810e+00 | -1.196250e+00 | 6.754570e-03 | 5.614860e-03 | 7.888850e-03 | 73.33 | 57 | 1.287 | 7.144104e-02 | 50.0000 | 1 | -0.448000 | 0.552000 |  
GRB130806A   |    565562    | -2.511690e+00 | -2.741630e+00 | -2.298860e+00 | 6.931970e-03 | 5.780480e-03 | 8.073390e-03 | 48.16 | 57 | 0.8450 | 7.914286e-01 | 50.0000 | 1 | 0.320000 | 1.320000 |  
GRB130803A   |    565263    | -1.335680e+00 | -1.450920e+00 | -1.220050e+00 | 4.191780e-02 | 3.887060e-02 | 4.496500e-02 | 56.39 | 57 | 0.9893 | 4.979451e-01 | 50.0000 | 1 | 2.084000 | 3.084000 |  
GRB130727A   |    564342    | -1.532840e+00 | -1.610830e+00 | -1.455370e+00 | 5.543400e-02 | 5.290490e-02 | 5.796030e-02 | 65.38 | 57 | 1.147 | 2.086091e-01 | 50.0000 | 1 | 7.424000 | 8.424000 |  
GRB130725B   |    564028    | -2.065770e+00 | -2.216070e+00 | -1.921150e+00 | 1.481190e-02 | 1.341640e-02 | 1.618220e-02 | 69.45 | 57 | 1.218 | 1.246878e-01 | 50.0000 | 1 | 0.276000 | 1.276000 |  
GRB130725A   |    563980    | -1.158350e+00 | -1.860070e+00 | -3.704080e-01 | 4.927650e-03 | 3.214700e-03 | 6.534320e-03 | 67.29 | 57 | 1.180 | 1.654217e-01 | 50.0000 | 1 | 2.972000 | 3.972000 |  
GRB130722A   |    563213    | -1.278810e+00 | -1.343890e+00 | -1.213650e+00 | 4.886870e-02 | 4.709880e-02 | 5.063860e-02 | 59.08 | 57 | 1.037 | 3.993596e-01 | 50.0000 | 1 | 70.284000 | 71.284000 |  
GRB130719A   |    562625    | -1.348280e+00 | -1.876670e+00 | -7.982370e-01 | 5.022840e-03 | 3.422440e-03 | 6.623230e-03 | 70.20 | 57 | 1.232 | 1.125036e-01 | 50.0000 | 1 | 82.680000 | 83.680000 |  
GRB130716A   |    561974    | -9.028950e-01 | -1.260650e+00 | -5.176550e-01 | 8.557580e-03 | 6.801850e-03 | 1.026300e-02 | 62.57 | 57 | 1.098 | 2.853009e-01 | 50.0000 | 1 | -0.026000 | 0.974000 |  
GRB130708A   |    560515    | -3.739420e-01 | -1.382560e+00 | -0.000000e+00 | 7.507780e-03 | 0.000000e+00 | 1.333590e-02 | 66.07 | 57 | 1.159 | 1.921641e-01 | 50.0000 | 1 | 1.900000 | 2.900000 |  
GRB130701A   |    559482    | -1.268080e+00 | -1.335220e+00 | -1.200860e+00 | 1.441770e-01 | 1.381920e-01 | 1.501630e-01 | 72.19 | 57 | 1.267 | 8.465227e-02 | 50.0000 | 1 | 0.060000 | 1.060000 |  
GRB130627B   |    559139    | -2.162630e+00 | -3.513670e+00 | -1.216700e+00 | 2.138890e-03 | 0.000000e+00 | 3.568900e-03 | 75.83 | 57 | 1.330 | 4.840610e-02 | 50.0000 | 1 | 8.124000 | 9.124000 |  
GRB130627A   |    559132    | -1.490950e+00 | -1.879330e+00 | -1.111770e+00 | 1.395270e-02 | 1.042780e-02 | 1.747210e-02 | 57.03 | 57 | 1.000 | 4.740418e-01 | 50.0000 | 1 | 1.596000 | 2.596000 |  
GRB130626A   |    559075    | -1.195860e+00 | -1.506710e+00 | -8.749830e-01 | 7.443620e-03 | 6.142740e-03 | 8.741920e-03 | 57.25 | 57 | 1.004 | 4.659014e-01 | 50.0000 | 1 | -0.414000 | 0.586000 |  
GRB130625A   |    558982    | -1.533420e+00 | -1.792460e+00 | -1.278340e+00 | 9.459060e-03 | 7.946530e-03 | 1.095410e-02 | 53.24 | 57 | 0.9340 | 6.169765e-01 | 50.0000 | 1 | 2.544000 | 3.544000 |  
GRB130623A   |  00032867001 | -1.702210e+00 | -1.991760e+00 | -1.422850e+00 | 1.162380e-02 | 9.474810e-03 | 1.373920e-02 | 44.82 | 57 | 0.7862 | 8.791632e-01 | 50.0000 | 1 | 0.660000 | 1.660000 |  
GRB130615A   |    558271    | -2.044490e+00 | -2.666140e+00 | -1.503970e+00 | 4.808810e-03 | 2.865780e-03 | 6.671390e-03 | 52.59 | 57 | 0.9226 | 6.411046e-01 | 50.0000 | 1 | 31.844000 | 32.844000 |  
GRB130612A   |    557976    | -2.076960e+00 | -2.430120e+00 | -1.751060e+00 | 1.042140e-02 | 7.633540e-03 | 1.320790e-02 | 76.91 | 57 | 1.349 | 4.058079e-02 | 50.0000 | 1 | 0.168000 | 1.168000 |  
GRB130610A   |    557845    | -1.192190e+00 | -1.353150e+00 | -1.029870e+00 | 1.469950e-02 | 1.325980e-02 | 1.613850e-02 | 75.22 | 57 | 1.320 | 5.329731e-02 | 50.0000 | 1 | 4.532000 | 5.532000 |  
GRB130609B   |    557828    | -9.207350e-01 | -1.006210e+00 | -8.343650e-01 | 7.444350e-02 | 7.076140e-02 | 7.811540e-02 | 53.18 | 57 | 0.9330 | 6.190578e-01 | 50.0000 | 1 | 16.780000 | 17.780000 |  
GRB130609A   |    557782    | -1.993860e+00 | -2.185640e+00 | -1.812690e+00 | 1.223240e-02 | 1.063090e-02 | 1.380010e-02 | 53.50 | 57 | 0.9385 | 6.073301e-01 | 50.0000 | 1 | 0.524000 | 1.524000 |  
GRB130608A   |    557771    | -2.319000e+00 | -3.427380e+00 | -1.524310e+00 | 3.399420e-03 | 1.186860e-03 | 5.572410e-03 | 69.76 | 57 | 1.224 | 1.194955e-01 | 50.0000 | 1 | 19.056000 | 20.056000 |  
GRB130606A   |    557589    | -1.011670e+00 | -1.135760e+00 | -8.861210e-01 | 2.175670e-02 | 2.021870e-02 | 2.329330e-02 | 63.13 | 57 | 1.108 | 2.686305e-01 | 50.0000 | 1 | 160.356000 | 161.356000 |  
GRB130605A   |    557508    | -1.195470e+00 | -1.550870e+00 | -8.579860e-01 | 3.287330e-02 | 2.567570e-02 | 4.003670e-02 | 66.21 | 57 | 1.162 | 1.889517e-01 | 50.0000 | 1 | -0.108000 | 0.892000 |  
GRB130604A   |    557354    | -1.317840e+00 | -1.727380e+00 | -8.907800e-01 | 6.401910e-03 | 4.964930e-03 | 7.835350e-03 | 58.41 | 57 | 1.025 | 4.233681e-01 | 50.0000 | 1 | 14.392000 | 15.392000 |  
GRB130603B   |    557310    | -8.529850e-01 | -9.249380e-01 | -7.803640e-01 | 5.543370e-02 | 5.324000e-02 | 5.762250e-02 | 57.86 | 57 | 1.015 | 4.434230e-01 | 50.0000 | 1 | -0.364000 | 0.636000 |  
GRB130603A   |    557274    | -1.460540e+00 | -1.801630e+00 | -1.125460e+00 | 6.061800e-03 | 4.835050e-03 | 7.265650e-03 | 55.40 | 57 | 0.9719 | 5.353561e-01 | 50.0000 | 1 | 11.268000 | 12.268000 |  
GRB130529A   |    556930    | -1.591960e+00 | -2.095930e+00 | -1.128120e+00 | 3.750450e-03 | 2.581350e-03 | 4.877440e-03 | 56.61 | 57 | 0.9932 | 4.896599e-01 | 50.0000 | 1 | 59.132000 | 60.132000 |  
GRB130528A   |    556870    | -1.895950e+00 | -3.928000e+00 | -6.301700e-01 | 1.743600e-03 | 0.000000e+00 | 2.981490e-03 | 57.27 | 57 | 1.005 | 4.649770e-01 | 50.0000 | 1 | 13.972000 | 14.972000 |  
GRB130527A   |    556753    | -1.614960e+00 | -0.000000e+00 | -0.000000e+00 | 3.063400e-03 | 0.000000e+00 | 0.000000e+00 | 69.87 | 57 | 1.226 | 1.176866e-01 | 50.0000 | 1 | -4.300000 | -3.300000 |  
GRB130521A   |    556344    | -2.153220e+00 | -2.381410e+00 | -1.943070e+00 | 1.193600e-02 | 1.003930e-02 | 1.377740e-02 | 48.66 | 57 | 0.8537 | 7.762194e-01 | 50.0000 | 1 | -0.136000 | 0.864000 |  
GRB130518B   |    556105    | -1.606330e+00 | -2.057780e+00 | -1.189550e+00 | 1.109600e-02 | 7.510510e-03 | 1.463560e-02 | 71.03 | 57 | 1.246 | 1.000946e-01 | 50.0000 | 1 | 0.300000 | 1.300000 |  
GRB130518A   |    556113    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB130515A   |    555880    | -8.909490e-01 | -1.123550e+00 | -6.494190e-01 | 1.247510e-02 | 1.073610e-02 | 1.420240e-02 | 58.37 | 57 | 1.024 | 4.247819e-01 | 50.0000 | 1 | -0.350000 | 0.650000 |  
GRB130514A   |    555821    | -1.497430e+00 | -1.644800e+00 | -1.350510e+00 | 2.350050e-02 | 2.139250e-02 | 2.560360e-02 | 72.62 | 57 | 1.274 | 7.944453e-02 | 50.0000 | 1 | 13.440000 | 14.440000 |  
GRB130511A   |    555600    | -1.441420e+00 | -1.721740e+00 | -1.161170e+00 | 1.027260e-02 | 8.538000e-03 | 1.198890e-02 | 65.08 | 57 | 1.142 | 2.160607e-01 | 50.0000 | 1 | -0.086000 | 0.914000 |  
GRB130508A   |    555413    | -1.271520e+00 | -1.804110e+00 | -7.088340e-01 | 5.028530e-03 | 3.561270e-03 | 6.488970e-03 | 41.78 | 57 | 0.7329 | 9.348790e-01 | 50.0000 | 1 | 11.052000 | 12.052000 |  
GRB130505A   |    555163    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB130504A   |    555096    | -1.602860e+00 | -1.913290e+00 | -1.297300e+00 | 6.675470e-03 | 5.412260e-03 | 7.920460e-03 | 44.75 | 57 | 0.7851 | 8.806378e-01 | 50.0000 | 1 | -0.020000 | 0.980000 |  
GRB130502A   |    554996    | -1.723820e+00 | -1.909390e+00 | -1.545620e+00 | 2.159350e-02 | 1.897820e-02 | 2.417350e-02 | 82.58 | 57 | 1.449 | 1.501478e-02 | 50.0000 | 1 | -0.216000 | 0.784000 |  
GRB130427B   |    554635    | -1.390750e+00 | -1.602050e+00 | -1.178230e+00 | 2.590440e-02 | 2.252450e-02 | 2.927810e-02 | 38.96 | 57 | 0.6836 | 9.675150e-01 | 50.0000 | 1 | 0.972000 | 1.972000 |  
GRB130427A   |    554620    | -7.223920e-01 | -7.452880e-01 | -6.993750e-01 | 3.131310e+00 | 3.085780e+00 | 3.176720e+00 | 46.32 | 57 | 0.8126 | 8.431694e-01 | 50.0000 | 1 | -43.424000 | -42.424000 |  
GRB130420B   |    553996    | -1.289130e+00 | -1.453520e+00 | -1.125270e+00 | 1.185930e-02 | 1.065060e-02 | 1.306490e-02 | 60.02 | 57 | 1.053 | 3.667624e-01 | 50.0000 | 1 | 0.912000 | 1.912000 |  
GRB130420A   |    553977    | -1.793690e+00 | -1.901360e+00 | -1.687910e+00 | 2.493320e-02 | 2.323130e-02 | 2.662220e-02 | 61.09 | 57 | 1.072 | 3.313328e-01 | 50.0000 | 1 | 110.668000 | 111.668000 |  
GRB130419A   |    553918    | -9.015050e-01 | -1.466850e+00 | -2.589610e-01 | 3.744060e-03 | 2.479630e-03 | 4.949060e-03 | 54.38 | 57 | 0.9539 | 5.741676e-01 | 50.0000 | 1 | 61.200000 | 62.200000 |  
GRB130418A   |    553847    | -2.569490e+00 | -3.306810e+00 | -2.014880e+00 | 3.288660e-03 | 1.627070e-03 | 5.008910e-03 | 64.17 | 57 | 1.126 | 2.397810e-01 | 50.0000 | 1 | -37.676000 | -36.676000 |  
GRB130408A   |    553132    | -1.777100e+00 | -2.178980e+00 | -1.409340e+00 | 3.748110e-02 | 2.699330e-02 | 4.792620e-02 | 54.13 | 57 | 0.9497 | 5.833777e-01 | 50.0000 | 1 | 1.044000 | 2.044000 |  
GRB130327A   |    552063    | -2.197710e+00 | -2.639600e+00 | -1.819330e+00 | 6.348300e-03 | 4.450570e-03 | 8.151920e-03 | 39.36 | 57 | 0.6905 | 9.638948e-01 | 50.0000 | 1 | 0.284000 | 1.284000 |  
GRB130315A   |    551126    | -1.071640e+00 | -1.434080e+00 | -6.756050e-01 | 8.376790e-03 | 6.297390e-03 | 1.042470e-02 | 64.44 | 57 | 1.131 | 2.324737e-01 | 50.0000 | 1 | 8.408000 | 9.408000 |  
GRB130313A   |    550906    | -1.281940e+00 | -1.788540e+00 | -7.649850e-01 | 3.924350e-03 | 2.784870e-03 | 5.063520e-03 | 49.15 | 57 | 0.8623 | 7.606453e-01 | 50.0000 | 1 | -0.384000 | 0.616000 |  
GRB130306A   |    550457    | -1.573370e+00 | -1.681340e+00 | -1.466080e+00 | 5.222300e-02 | 4.910140e-02 | 5.533580e-02 | 53.99 | 57 | 0.9472 | 5.887150e-01 | 50.0000 | 1 | -138.276000 | -137.276000 |  
GRB130305A   |    550329    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB130216A   |    548927    | -9.509340e-01 | -1.029280e+00 | -8.717280e-01 | 5.640130e-02 | 5.377190e-02 | 5.902540e-02 | 61.76 | 57 | 1.083 | 3.100333e-01 | 50.0000 | 1 | 1.108000 | 2.108000 |  
GRB130216B   |    548918    | -2.070040e+00 | -2.315710e+00 | -1.840610e+00 | 4.348550e-02 | 3.642040e-02 | 5.038510e-02 | 73.92 | 57 | 1.297 | 6.527721e-02 | 50.0000 | 1 | 3.500000 | 4.500000 |  
GRB130215A   |    548760    | -1.627110e+00 | -2.081620e+00 | -1.195210e+00 | 1.987150e-02 | 1.464770e-02 | 2.505220e-02 | 58.95 | 57 | 1.034 | 4.040835e-01 | 50.0000 | 1 | 11.164000 | 12.164000 |  
GRB130211A   |    548276    | -1.553880e+00 | -2.046100e+00 | -1.088180e+00 | 5.960800e-03 | 4.168950e-03 | 7.721480e-03 | 69.77 | 57 | 1.224 | 1.193639e-01 | 50.0000 | 1 | -1.580000 | -0.580000 |  
GRB130206A   |    547918    | -1.655400e+00 | -2.058860e+00 | -1.264960e+00 | 6.700680e-03 | 4.972030e-03 | 8.387550e-03 | 55.98 | 57 | 0.9821 | 5.133478e-01 | 50.0000 | 1 | 1.216000 | 2.216000 |  
GRB130131B   |    547420    | -1.369140e+00 | -1.765440e+00 | -9.728290e-01 | 7.975150e-03 | 6.279770e-03 | 9.647490e-03 | 50.32 | 57 | 0.8829 | 7.219014e-01 | 50.0000 | 1 | -0.280000 | 0.720000 |  
GRB130131A   |    547407    | -1.781770e+00 | -2.040470e+00 | -1.540360e+00 | 5.400750e-03 | 4.382700e-03 | 6.399810e-03 | 72.94 | 57 | 1.280 | 7.578158e-02 | 50.0000 | 1 | -0.040000 | 0.960000 |  
GRB130122A   |    546731    | -1.702810e+00 | -2.275990e+00 | -1.192890e+00 | 3.293340e-03 | 2.109770e-03 | 4.416130e-03 | 67.50 | 57 | 1.184 | 1.610657e-01 | 50.0000 | 1 | 10.852000 | 11.852000 |  
GRB130102A   |    544784    | -1.646190e+00 | -2.148870e+00 | -1.181590e+00 | 3.065380e-03 | 2.084870e-03 | 4.009250e-03 | 51.97 | 57 | 0.9118 | 6.635907e-01 | 50.0000 | 1 | 23.532000 | 24.532000 |  
GRB121229A   |    544347    | -1.352640e+00 | -2.431210e+00 | 2.327440e-01 | 3.591940e-03 | 0.000000e+00 | 5.379470e-03 | 56.87 | 57 | 0.9976 | 4.800957e-01 | 50.0000 | 1 | -49.752000 | -48.752000 |  
GRB121226A   |    544027    | -1.469160e+00 | -1.774430e+00 | -1.162520e+00 | 1.345290e-02 | 1.122280e-02 | 1.567470e-02 | 56.84 | 57 | 0.9973 | 4.809236e-01 | 50.0000 | 1 | -0.208000 | 0.792000 |  
GRB121217A   |    542441    | -1.479060e+00 | -1.626350e+00 | -1.333070e+00 | 1.412620e-02 | 1.291500e-02 | 1.533050e-02 | 54.41 | 57 | 0.9545 | 5.729084e-01 | 50.0000 | 1 | 735.960000 | 736.960000 |  
GRB121212A   |    541371    | -2.051880e+00 | -2.434230e+00 | -1.711250e+00 | 4.880230e-03 | 3.621790e-03 | 6.085690e-03 | 81.43 | 57 | 1.429 | 1.853773e-02 | 50.0000 | 1 | 0.016000 | 1.016000 |  
GRB121211A   |    541200    | -9.439880e-01 | -1.453360e+00 | -3.390830e-01 | 8.912080e-03 | 6.106350e-03 | 1.154660e-02 | 38.46 | 57 | 0.6748 | 9.717057e-01 | 50.0000 | 1 | 1.068000 | 2.068000 |  
GRB121209A   |    540964    | -8.670290e-01 | -9.936820e-01 | -7.366110e-01 | 2.947570e-02 | 2.725840e-02 | 3.167950e-02 | 64.73 | 57 | 1.136 | 2.248706e-01 | 50.0000 | 1 | 27.908000 | 28.908000 |  
GRB121202A   |    540255    | -1.720980e+00 | -2.020760e+00 | -1.437300e+00 | 9.110560e-03 | 7.371170e-03 | 1.081040e-02 | 51.06 | 57 | 0.8958 | 6.963907e-01 | 50.0000 | 1 | -0.016000 | 0.984000 |  
GRB121201A   |    540178    | -1.557140e+00 | -1.877210e+00 | -1.253220e+00 | 6.290040e-03 | 5.068350e-03 | 7.480120e-03 | 69.32 | 57 | 1.216 | 1.268519e-01 | 50.0000 | 1 | -9.000000 | -8.000000 |  
GRB121128A   |    539866    | -1.286740e+00 | -1.334650e+00 | -1.238840e+00 | 1.087000e-01 | 1.056350e-01 | 1.117650e-01 | 81.04 | 57 | 1.422 | 1.989032e-02 | 50.0000 | 1 | 21.684000 | 22.684000 |  
GRB121125A   |    539563    | -1.313560e+00 | -1.442860e+00 | -1.184960e+00 | 2.241750e-02 | 2.086930e-02 | 2.396030e-02 | 60.52 | 57 | 1.062 | 3.499467e-01 | 50.0000 | 1 | 36.556000 | 37.556000 |  
GRB121123A   |    539358    | -1.198290e+00 | -1.324170e+00 | -1.071700e+00 | 2.042760e-02 | 1.890090e-02 | 2.195380e-02 | 65.15 | 57 | 1.143 | 2.142985e-01 | 50.0000 | 1 | 232.564000 | 233.564000 |  
GRB121117A   |    538696    | -1.043050e+00 | -1.267620e+00 | -8.119580e-01 | 8.967080e-03 | 7.785650e-03 | 1.014800e-02 | 43.47 | 57 | 0.7626 | 9.066785e-01 | 50.0000 | 1 | 2.348000 | 3.348000 |  
GRB121108A   |    537921    | -1.810510e+00 | -1.982000e+00 | -1.645470e+00 | 1.138850e-02 | 1.001750e-02 | 1.274030e-02 | 68.58 | 57 | 1.203 | 1.400065e-01 | 50.0000 | 1 | 43.188000 | 44.188000 |  
GRB121102A   |    537266    | -1.592530e+00 | -1.715470e+00 | -1.470880e+00 | 1.822130e-02 | 1.683230e-02 | 1.960310e-02 | 67.18 | 57 | 1.179 | 1.676477e-01 | 50.0000 | 1 | 5.676000 | 6.676000 |  
GRB121031A   |    537195    | -1.057480e+00 | -1.208300e+00 | -9.045670e-01 | 2.188130e-02 | 2.006990e-02 | 2.369170e-02 | 42.54 | 57 | 0.7463 | 9.230118e-01 | 50.0000 | 1 | -190.720000 | -189.720000 |  
GRB121028A   |    536897    | -1.901950e+00 | -2.133940e+00 | -1.680510e+00 | 1.376130e-02 | 1.167960e-02 | 1.579810e-02 | 75.01 | 57 | 1.316 | 5.514766e-02 | 50.0000 | 1 | -0.044000 | 0.956000 |  
GRB121027A   |    536831    | -1.667140e+00 | -1.913400e+00 | -1.427990e+00 | 9.846520e-03 | 8.442730e-03 | 1.121000e-02 | 57.56 | 57 | 1.010 | 4.544195e-01 | 50.0000 | 1 | 2.000000 | 3.000000 |  
GRB121024A   |    536580    | -1.069260e+00 | -1.369740e+00 | -7.576300e-01 | 1.183360e-02 | 9.938850e-03 | 1.372700e-02 | 57.88 | 57 | 1.016 | 4.424354e-01 | 50.0000 | 1 | 0.644000 | 1.644000 |  
GRB121017A   |    536172    | -1.659910e+00 | -1.877650e+00 | -1.449460e+00 | 2.499700e-02 | 2.156720e-02 | 2.837950e-02 | 46.92 | 57 | 0.8231 | 8.272306e-01 | 50.0000 | 1 | -0.308000 | 0.692000 |  
GRB121014A   |    535960    | -3.083980e+00 | -4.150620e+00 | -2.347160e+00 | 1.838960e-03 | 6.207540e-04 | 3.345040e-03 | 48.84 | 57 | 0.8569 | 7.705869e-01 | 50.0000 | 1 | 56.292000 | 57.292000 |  
GRB121011A   |    535764    | -8.847370e-01 | -1.321930e+00 | -3.848910e-01 | 1.010680e-02 | 7.164160e-03 | 1.286560e-02 | 58.37 | 57 | 1.024 | 4.246654e-01 | 50.0000 | 1 | -0.648000 | 0.352000 |  
GRB121001A   |    535026    | -1.710970e+00 | -2.285550e+00 | -1.168850e+00 | 3.466630e-03 | 2.323950e-03 | 4.566630e-03 | 47.01 | 57 | 0.8247 | 8.246578e-01 | 50.0000 | 1 | 3.272000 | 4.272000 |  
