#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: alpha in the simple power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the simple power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the simple power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Simple power-law (PL) equation: f = norm*(E/enorm)^{alpha}
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | alpha | alpha_low | alpha_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB111126A   |  00048079001 | -1.187950e+00 | -1.522070e+00 | -8.434620e-01 | 6.267120e-03 | 5.124770e-03 | 7.407300e-03 | 71.29 | 57 | 1.251 | 9.648203e-02 | 50.0000 | 1 | -0.144000 | 0.856000 |  
GRB111123A   |    508319    | -1.327590e+00 | -1.592710e+00 | -1.060090e+00 | 7.461620e-03 | 6.350320e-03 | 8.568300e-03 | 52.76 | 57 | 0.9256 | 6.348161e-01 | 50.0000 | 1 | 146.296000 | 147.296000 |  
GRB111121A   |    508161    | -9.490540e-01 | -1.030870e+00 | -8.665700e-01 | 6.212500e-02 | 5.921220e-02 | 6.503280e-02 | 39.62 | 57 | 0.6951 | 9.613648e-01 | 50.0000 | 1 | -0.264000 | 0.736000 |  
GRB111117A   |    507901    | -5.902130e-01 | -8.564660e-01 | -2.995710e-01 | 1.166050e-02 | 9.710070e-03 | 1.354680e-02 | 64.49 | 57 | 1.131 | 2.313492e-01 | 50.0000 | 1 | -0.226000 | 0.774000 |  
GRB111109A   |    507342    | -1.845040e+00 | -2.356010e+00 | -1.389080e+00 | 3.954970e-03 | 2.654640e-03 | 5.184290e-03 | 68.08 | 57 | 1.194 | 1.494907e-01 | 50.0000 | 1 | 1.400000 | 2.400000 |  
GRB111107A   |    507185    | -1.103550e+00 | -1.337140e+00 | -8.644410e-01 | 1.067880e-02 | 9.293520e-03 | 1.206210e-02 | 53.89 | 57 | 0.9455 | 5.923465e-01 | 50.0000 | 1 | 2.132000 | 3.132000 |  
GRB111103B   |    506903    | -1.167620e+00 | -1.229030e+00 | -1.106020e+00 | 6.141010e-02 | 5.927850e-02 | 6.354170e-02 | 50.97 | 57 | 0.8942 | 6.995474e-01 | 50.0000 | 1 | 5.476000 | 6.476000 |  
GRB111103A   |    506902    | -1.183880e+00 | -1.342900e+00 | -1.021920e+00 | 2.701220e-02 | 2.435830e-02 | 2.966560e-02 | 51.80 | 57 | 0.9087 | 6.700499e-01 | 50.0000 | 1 | 6.040000 | 7.040000 |  
GRB111029A   |    506519    | -2.215800e+00 | -2.445570e+00 | -2.003670e+00 | 8.811720e-03 | 7.317620e-03 | 1.028120e-02 | 59.96 | 57 | 1.052 | 3.688028e-01 | 50.0000 | 1 | 23.616000 | 24.616000 |  
GRB111026A   |    506291    | -1.533310e+00 | -1.750920e+00 | -1.316510e+00 | 9.110820e-03 | 7.906520e-03 | 1.030510e-02 | 60.11 | 57 | 1.054 | 3.639074e-01 | 50.0000 | 1 | 0.000000 | 1.000000 |  
GRB111022B   |    506074    | -1.101650e+00 | -1.969760e+00 | 3.610910e-02 | 3.275180e-03 | 1.836130e-03 | 4.427860e-03 | 58.11 | 57 | 1.019 | 4.343542e-01 | 50.0000 | 1 | 49.536000 | 50.536000 |  
GRB111022A   |    506070    | -1.706370e+00 | -1.869020e+00 | -1.547950e+00 | 1.820410e-02 | 1.635490e-02 | 2.003120e-02 | 65.02 | 57 | 1.141 | 2.175120e-01 | 50.0000 | 1 | -1.464000 | -0.464000 |  
GRB111020A   |    505926    | -1.416300e+00 | -1.778490e+00 | -1.055230e+00 | 7.087420e-03 | 5.700650e-03 | 8.461240e-03 | 66.07 | 57 | 1.159 | 1.921262e-01 | 50.0000 | 1 | -0.316000 | 0.684000 |  
GRB111018A   |    505801    | -1.775990e+00 | -2.371700e+00 | -1.219620e+00 | 3.292150e-03 | 2.056240e-03 | 4.470630e-03 | 51.02 | 57 | 0.8952 | 6.975621e-01 | 50.0000 | 1 | 21.712000 | 22.712000 |  
GRB111016A   |    505646    | -1.497030e+00 | -1.843440e+00 | -1.164620e+00 | 7.206670e-03 | 5.748840e-03 | 8.642400e-03 | 47.88 | 57 | 0.8400 | 7.998111e-01 | 50.0000 | 1 | 115.228000 | 116.228000 |  
GRB111008A   |    505054    | -1.258930e+00 | -1.441470e+00 | -1.073980e+00 | 5.421770e-02 | 4.827350e-02 | 6.016180e-02 | 68.24 | 57 | 1.197 | 1.464039e-01 | 50.0000 | 1 | 0.044000 | 1.044000 |  
GRB111005A   |    504779    | -1.944310e+00 | -2.478340e+00 | -1.480260e+00 | 7.737830e-03 | 5.236660e-03 | 1.005450e-02 | 46.60 | 57 | 0.8176 | 8.356509e-01 | 50.0000 | 1 | 0.772000 | 1.772000 |  
GRB110928A   |    504215    | -1.498360e+00 | -1.966960e+00 | -1.020000e+00 | 7.120260e-03 | 5.151570e-03 | 9.087770e-03 | 59.60 | 57 | 1.046 | 3.814083e-01 | 50.0000 | 1 | 6.840000 | 7.840000 |  
GRB110921A   |    503652    | -1.264260e+00 | -1.614750e+00 | -9.027540e-01 | 1.836570e-02 | 1.454380e-02 | 2.218350e-02 | 44.21 | 57 | 0.7756 | 8.921341e-01 | 50.0000 | 1 | 2.872000 | 3.872000 |  
GRB110915A   |    503219    | -1.195850e+00 | -1.286880e+00 | -1.104290e+00 | 2.652350e-02 | 2.518390e-02 | 2.786310e-02 | 52.17 | 57 | 0.9153 | 6.564716e-01 | 50.0000 | 1 | 68.040000 | 69.040000 |  
GRB110827A   |    501520    | -1.258370e+00 | -1.794310e+00 | -7.112990e-01 | 3.109030e-03 | 2.223730e-03 | 3.986470e-03 | 71.91 | 57 | 1.262 | 8.817602e-02 | 50.0000 | 1 | 2.116000 | 3.116000 |  
GRB110820A   |    501095    | -1.984210e+00 | -2.414380e+00 | -1.602460e+00 | 3.474830e-03 | 2.452690e-03 | 4.459540e-03 | 55.41 | 57 | 0.9721 | 5.348704e-01 | 50.0000 | 1 | 1.556000 | 2.556000 |  
GRB110818A   |    500914    | -1.109980e+00 | -1.428410e+00 | -7.757760e-01 | 1.351210e-02 | 1.106460e-02 | 1.591050e-02 | 63.24 | 57 | 1.110 | 2.654418e-01 | 50.0000 | 1 | 27.260000 | 28.260000 |  
GRB110808A   |    458918    | -1.851030e+00 | -2.372470e+00 | -1.389880e+00 | 4.146780e-03 | 2.667980e-03 | 5.580910e-03 | 59.15 | 57 | 1.038 | 3.970989e-01 | 50.0000 | 1 | 1.188000 | 2.188000 |  
GRB110801A   |    458521    | -1.859180e+00 | -2.160160e+00 | -1.580580e+00 | 7.152130e-03 | 5.739530e-03 | 8.514290e-03 | 60.49 | 57 | 1.061 | 3.511722e-01 | 50.0000 | 1 | 341.784000 | 342.784000 |  
GRB110731A   |    458448    | -1.287700e+00 | -1.339540e+00 | -1.235890e+00 | 9.212060e-02 | 8.941560e-02 | 9.482550e-02 | 80.74 | 57 | 1.416 | 2.099325e-02 | 50.0000 | 1 | -0.268000 | 0.732000 |  
GRB110726A   |    458059    | -1.646070e+00 | -1.890560e+00 | -1.409060e+00 | 7.726950e-03 | 6.431660e-03 | 9.006000e-03 | 75.33 | 57 | 1.322 | 5.242713e-02 | 50.0000 | 1 | 0.612000 | 1.612000 |  
GRB110719A   |    457553    | -1.705540e+00 | -2.323380e+00 | -1.175330e+00 | 9.475120e-03 | 6.330070e-03 | 1.228910e-02 | 48.33 | 57 | 0.8478 | 7.865216e-01 | 50.0000 | 1 | 2.016000 | 3.016000 |  
GRB110715A   |    457330    | -1.387660e+00 | -1.418480e+00 | -1.356790e+00 | 4.437340e-01 | 4.358820e-01 | 4.515820e-01 | 81.24 | 57 | 1.425 | 1.918626e-02 | 50.0000 | 1 | 1.856000 | 2.856000 |  
GRB110709B   |    456967    | -1.262160e+00 | -1.353990e+00 | -1.170330e+00 | 3.196020e-02 | 3.027220e-02 | 3.364630e-02 | 58.48 | 57 | 1.026 | 4.209157e-01 | 50.0000 | 1 | 646.612000 | 647.612000 |  
GRB110709A   |    456939    | -1.374320e+00 | -1.443190e+00 | -1.305660e+00 | 4.919310e-02 | 4.725300e-02 | 5.113190e-02 | 61.26 | 57 | 1.075 | 3.258511e-01 | 50.0000 | 1 | 34.248000 | 35.248000 |  
GRB110625A   |    456073    | -1.209220e+00 | -1.285960e+00 | -1.132570e+00 | 4.212550e-01 | 4.012810e-01 | 4.412280e-01 | 59.33 | 57 | 1.041 | 3.907679e-01 | 50.0000 | 1 | 13.740000 | 14.740000 |  
GRB110610A   |    455155    | -1.236800e+00 | -1.328660e+00 | -1.144790e+00 | 3.357660e-02 | 3.184020e-02 | 3.531250e-02 | 44.52 | 57 | 0.7810 | 8.855883e-01 | 50.0000 | 1 | 34.424000 | 35.424000 |  
GRB110604A   |    454779    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB110530A   |    454473    | -1.251950e+00 | -1.826350e+00 | -6.671620e-01 | 3.651990e-03 | 2.599640e-03 | 4.700910e-03 | 50.35 | 57 | 0.8832 | 7.211345e-01 | 50.0000 | 1 | 1.028000 | 2.028000 |  
GRB110521A   |    453788    | -7.374040e-01 | -1.266900e+00 | -6.402690e-02 | 3.750070e-03 | 2.523930e-03 | 4.849040e-03 | 65.57 | 57 | 1.150 | 2.040907e-01 | 50.0000 | 1 | 7.568000 | 8.568000 |  
GRB110520A   |    453747    | -1.073310e+00 | -1.351580e+00 | -7.814000e-01 | 9.374670e-03 | 7.883790e-03 | 1.086000e-02 | 42.67 | 57 | 0.7486 | 9.207944e-01 | 50.0000 | 1 | 4.140000 | 5.140000 |  
GRB110519A   |    453628    | -1.930510e+00 | -2.047780e+00 | -1.816440e+00 | 3.158970e-02 | 2.918080e-02 | 3.397220e-02 | 74.82 | 57 | 1.313 | 5.678196e-02 | 50.0000 | 1 | 2.348000 | 3.348000 |  
GRB110503A   |    452685    | -1.006510e+00 | -1.075480e+00 | -9.370910e-01 | 2.621990e-01 | 2.507250e-01 | 2.736600e-01 | 77.43 | 57 | 1.358 | 3.720030e-02 | 50.0000 | 1 | -0.120000 | 0.880000 |  
GRB110422A   |    451901    | -9.690150e-01 | -1.024570e+00 | -9.130680e-01 | 2.512010e-01 | 2.428550e-01 | 2.595320e-01 | 61.35 | 57 | 1.076 | 3.227738e-01 | 50.0000 | 1 | 6.904000 | 7.904000 |  
GRB110420B   |    451794    | -1.037070e+00 | -1.635370e+00 | -4.302970e-01 | 5.688520e-03 | 3.677770e-03 | 7.689330e-03 | 61.49 | 57 | 1.079 | 3.185353e-01 | 50.0000 | 1 | -0.450000 | 0.550000 |  
GRB110420A   |    451757    | -1.797200e+00 | -1.904100e+00 | -1.692040e+00 | 1.032160e-01 | 9.695690e-02 | 1.094490e-01 | 37.25 | 57 | 0.6534 | 9.801441e-01 | 50.0000 | 1 | 8.044000 | 9.044000 |  
GRB110414A   |    451343    | -1.615870e+00 | -2.048360e+00 | -1.198060e+00 | 1.030060e-02 | 7.660820e-03 | 1.290690e-02 | 57.58 | 57 | 1.010 | 4.536137e-01 | 50.0000 | 1 | 8.704000 | 9.704000 |  
GRB110412A   |    451191    | -1.195800e+00 | -1.491980e+00 | -8.880090e-01 | 1.757050e-02 | 1.444350e-02 | 2.069420e-02 | 66.46 | 57 | 1.166 | 1.831840e-01 | 50.0000 | 1 | 19.004000 | 20.004000 |  
GRB110411A   |    451165    | -1.732480e+00 | -1.953190e+00 | -1.521740e+00 | 9.919370e-03 | 8.478100e-03 | 1.133320e-02 | 61.04 | 57 | 1.071 | 3.329382e-01 | 50.0000 | 1 | 4.732000 | 5.732000 |  
GRB110407A   |    450884    | -1.057200e+00 | -1.536240e+00 | -5.252730e-01 | 4.553560e-03 | 3.368180e-03 | 5.725480e-03 | 58.68 | 57 | 1.030 | 4.135429e-01 | 50.0000 | 1 | 27.640000 | 28.640000 |  
GRB110402A   |    450545    | -9.541820e-01 | -1.215820e+00 | -6.752680e-01 | 3.585690e-02 | 3.011340e-02 | 4.147370e-02 | 43.78 | 57 | 0.7680 | 9.007880e-01 | 50.0000 | 1 | 3.180000 | 4.180000 |  
GRB110319A   |    449578    | -2.600930e+00 | -2.779310e+00 | -2.432540e+00 | 1.045400e-02 | 9.129270e-03 | 1.177250e-02 | 55.90 | 57 | 0.9806 | 5.165443e-01 | 50.0000 | 1 | 13.104000 | 14.104000 |  
GRB110319B   |  00449578001 | -1.473170e+00 | -1.674120e+00 | -1.275520e+00 | 1.114870e-02 | 9.872150e-03 | 1.240820e-02 | 47.27 | 57 | 0.8292 | 8.175182e-01 | 50.0000 | 1 | 3.220000 | 4.220000 |  
GRB110318B   |    449549    | -1.322480e+00 | -1.681020e+00 | -9.530650e-01 | 5.983710e-03 | 4.790830e-03 | 7.171790e-03 | 37.36 | 57 | 0.6554 | 9.794809e-01 | 50.0000 | 1 | 0.756000 | 1.756000 |  
GRB110318A   |    449542    | -1.140820e+00 | -1.228990e+00 | -1.052200e+00 | 6.900580e-02 | 6.509550e-02 | 7.291560e-02 | 62.10 | 57 | 1.090 | 2.993223e-01 | 50.0000 | 1 | 1.952000 | 2.952000 |  
GRB110315A   |    449399    | -1.658030e+00 | -1.905410e+00 | -1.416120e+00 | 1.301660e-02 | 1.109330e-02 | 1.491910e-02 | 69.98 | 57 | 1.228 | 1.159081e-01 | 50.0000 | 1 | 3.128000 | 4.128000 |  
GRB110312A   |    449074    | -1.849120e+00 | -2.376250e+00 | -1.380760e+00 | 8.341420e-03 | 5.810000e-03 | 1.066920e-02 | 59.86 | 57 | 1.050 | 3.724263e-01 | 50.0000 | 1 | 44.204000 | 45.204000 |  
GRB110305A   |    448229    | -1.703750e+00 | -2.186110e+00 | -1.260810e+00 | 9.377190e-03 | 6.600180e-03 | 1.205300e-02 | 56.56 | 57 | 0.9923 | 4.915585e-01 | 50.0000 | 1 | 6.064000 | 7.064000 |  
GRB110223B   |    446677    | -1.080480e+00 | -1.463100e+00 | -6.851320e-01 | 5.039710e-03 | 4.041800e-03 | 6.034460e-03 | 67.63 | 57 | 1.186 | 1.583756e-01 | 50.0000 | 1 | 0.992000 | 1.992000 |  
GRB110223A   |    446674    | -1.664260e+00 | -2.156680e+00 | -1.223220e+00 | 4.728080e-03 | 3.304070e-03 | 6.089240e-03 | 52.80 | 57 | 0.9263 | 6.333445e-01 | 50.0000 | 1 | 0.080000 | 1.080000 |  
GRB110213A   |    445414    | -2.824250e+00 | -3.787090e+00 | -2.210750e+00 | 6.415790e-03 | 2.493890e-03 | 1.016070e-02 | 48.10 | 57 | 0.8438 | 7.933796e-01 | 50.0000 | 1 | 8.308000 | 9.308000 |  
GRB110212A   |    445321    | -1.809490e+00 | -2.016110e+00 | -1.612380e+00 | 1.062690e-02 | 9.186150e-03 | 1.204240e-02 | 57.40 | 57 | 1.007 | 4.601285e-01 | 50.0000 | 1 | 0.256000 | 1.256000 |  
GRB110210A   |    445141    | -2.058220e+00 | -3.054050e+00 | -1.316250e+00 | 2.219540e-03 | 9.021970e-04 | 3.468490e-03 | 63.45 | 57 | 1.113 | 2.596159e-01 | 50.0000 | 1 | -54.348000 | -53.348000 |  
GRB110208A   |    445038    | -1.469270e+00 | -1.758930e+00 | -1.184060e+00 | 5.024230e-03 | 4.072590e-03 | 5.968470e-03 | 45.46 | 57 | 0.7975 | 8.643740e-01 | 50.0000 | 1 | 0.460000 | 1.460000 |  
GRB110207A   |    444912    | -1.066700e+00 | -1.295840e+00 | -8.306440e-01 | 9.445050e-03 | 8.326350e-03 | 1.056370e-02 | 72.82 | 57 | 1.277 | 7.721667e-02 | 50.0000 | 1 | -0.110000 | 0.890000 |  
GRB110205A   |    444643    | -1.343950e+00 | -1.434610e+00 | -1.253590e+00 | 2.597020e-02 | 2.463370e-02 | 2.730350e-02 | 70.56 | 57 | 1.238 | 1.070158e-01 | 50.0000 | 1 | 210.440000 | 211.440000 |  
GRB110201A   |    444230    | -6.741770e-01 | -8.634110e-01 | -4.739100e-01 | 9.471030e-03 | 8.353210e-03 | 1.057280e-02 | 49.98 | 57 | 0.8768 | 7.335277e-01 | 50.0000 | 1 | -0.284000 | 0.716000 |  
GRB110128A   |    443861    | -1.239350e+00 | -1.711830e+00 | -7.498500e-01 | 6.407710e-03 | 4.541960e-03 | 8.272010e-03 | 56.60 | 57 | 0.9930 | 4.899129e-01 | 50.0000 | 1 | 3.576000 | 4.576000 |  
GRB110119A   |    442978    | -8.955470e-01 | -1.011200e+00 | -7.777980e-01 | 1.931110e-02 | 1.803980e-02 | 2.057900e-02 | 63.87 | 57 | 1.121 | 2.479031e-01 | 50.0000 | 1 | 33.160000 | 34.160000 |  
GRB110112A   |    442039    | -1.841720e+00 | -2.402800e+00 | -1.340990e+00 | 3.614060e-03 | 2.261350e-03 | 4.924850e-03 | 74.66 | 57 | 1.310 | 5.821682e-02 | 50.0000 | 1 | -0.284000 | 0.716000 |  
GRB110107A   |  00090978002 | -1.553020e+00 | -1.719910e+00 | -1.389220e+00 | 1.629530e-02 | 1.461760e-02 | 1.795810e-02 | 51.23 | 57 | 0.8988 | 6.901927e-01 | 50.0000 | 1 | 69.000000 | 70.000000 |  
GRB110106B   |    441676    | -1.544520e+00 | -1.774360e+00 | -1.320460e+00 | 1.628060e-02 | 1.399260e-02 | 1.855050e-02 | 43.06 | 57 | 0.7554 | 9.141939e-01 | 50.0000 | 1 | 4.884000 | 5.884000 |  
GRB110106A   |    441664    | -1.645720e+00 | -1.958670e+00 | -1.342320e+00 | 1.284510e-02 | 1.025170e-02 | 1.540300e-02 | 70.85 | 57 | 1.243 | 1.027483e-01 | 50.0000 | 1 | 0.248000 | 1.248000 |  
GRB110102A   |    441454    | -1.181700e+00 | -1.245120e+00 | -1.118150e+00 | 6.632040e-02 | 6.405170e-02 | 6.858890e-02 | 52.53 | 57 | 0.9216 | 6.432201e-01 | 50.0000 | 1 | 208.760000 | 209.760000 |  
GRB101225A   |    441015    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB101224A   |    440955    | -7.104710e-01 | -1.152460e+00 | -1.818430e-01 | 5.989760e-03 | 4.146360e-03 | 7.736590e-03 | 45.31 | 57 | 0.7950 | 8.678575e-01 | 50.0000 | 1 | -0.338000 | 0.662000 |  
GRB101219B   |    440635    | -1.716500e+00 | -2.119690e+00 | -1.312980e+00 | 1.245090e-02 | 7.773820e-03 | 1.712650e-02 | 46.90 | 57 | 0.8229 | 8.275773e-01 | 50.0000 | 1 | 26.836000 | 27.836000 |  
GRB101219A   |    440606    | -6.030450e-01 | -7.026410e-01 | -5.007780e-01 | 3.318630e-02 | 3.130690e-02 | 3.504770e-02 | 67.64 | 57 | 1.187 | 1.581903e-01 | 50.0000 | 1 | -0.016000 | 0.984000 |  
GRB101213A   |    440285    | -1.174260e+00 | -1.416320e+00 | -9.249100e-01 | 1.938710e-02 | 1.640350e-02 | 2.236260e-02 | 57.90 | 57 | 1.016 | 4.418486e-01 | 50.0000 | 1 | -0.300000 | 0.700000 |  
GRB101204A   |    439806    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB101201A   |    439596    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB101129A   |    439471    | -9.566260e-01 | -1.700100e+00 | -1.432360e-01 | 1.318140e-02 | 7.700390e-03 | 1.807480e-02 | 78.82 | 57 | 1.383 | 2.940658e-02 | 50.0000 | 1 | -0.367000 | 0.633000 |  
GRB101117B   |    438675    | -1.475650e+00 | -1.592590e+00 | -1.359990e+00 | 3.595460e-02 | 3.348140e-02 | 3.842060e-02 | 56.37 | 57 | 0.9889 | 4.987780e-01 | 50.0000 | 1 | 0.732000 | 1.732000 |  
GRB101114A   |    438392    | -1.098690e+00 | -1.392510e+00 | -7.930890e-01 | 1.618540e-02 | 1.357850e-02 | 1.878220e-02 | 43.58 | 57 | 0.7646 | 9.045551e-01 | 50.0000 | 1 | 1.900000 | 2.900000 |  
GRB101030A   |    437408    | -1.707750e+00 | -1.951230e+00 | -1.477100e+00 | 8.144680e-03 | 6.896700e-03 | 9.357760e-03 | 41.38 | 57 | 0.7259 | 9.405718e-01 | 50.0000 | 1 | 0.224000 | 1.224000 |  
GRB101024A   |    437016    | -1.528800e+00 | -1.601320e+00 | -1.456710e+00 | 4.504170e-02 | 4.298160e-02 | 4.709890e-02 | 77.53 | 57 | 1.360 | 3.658779e-02 | 50.0000 | 1 | 9.392000 | 10.392000 |  
GRB101023A   |    436981    | -1.130440e+00 | -1.168120e+00 | -1.092690e+00 | 1.815060e-01 | 1.777740e-01 | 1.852370e-01 | 62.31 | 57 | 1.093 | 2.931317e-01 | 50.0000 | 1 | 57.344000 | 58.344000 |  
GRB101020A   |    436737    | -1.538550e+00 | -2.311840e+00 | -8.497940e-01 | 4.756290e-03 | 2.863780e-03 | 6.573670e-03 | 50.82 | 57 | 0.8917 | 7.045838e-01 | 50.0000 | 1 | -15.364000 | -14.364000 |  
GRB101017A   |    436429    | -1.096460e+00 | -1.171330e+00 | -1.021430e+00 | 8.022290e-02 | 7.677010e-02 | 8.367520e-02 | 53.28 | 57 | 0.9347 | 6.155339e-01 | 50.0000 | 1 | 2.580000 | 3.580000 |  
GRB101011A   |    436094    | -1.269710e+00 | -1.462080e+00 | -1.076000e+00 | 1.129580e-02 | 9.975270e-03 | 1.261400e-02 | 56.71 | 57 | 0.9949 | 4.860121e-01 | 50.0000 | 1 | -0.224000 | 0.776000 |  
GRB101008A   |    435903    | -1.231470e+00 | -1.477010e+00 | -9.807060e-01 | 1.331530e-02 | 1.153610e-02 | 1.509420e-02 | 56.71 | 57 | 0.9949 | 4.859084e-01 | 50.0000 | 1 | -0.436000 | 0.564000 |  
GRB100928A   |    435160    | -2.117380e+00 | -2.524330e+00 | -1.755430e+00 | 1.522990e-02 | 1.144420e-02 | 1.879850e-02 | 65.63 | 57 | 1.151 | 2.024868e-01 | 50.0000 | 1 | 1.308000 | 2.308000 |  
GRB100924A   |    434843    | -1.158150e+00 | -1.296010e+00 | -1.019500e+00 | 3.800650e-02 | 3.486770e-02 | 4.114470e-02 | 68.85 | 57 | 1.208 | 1.351358e-01 | 50.0000 | 1 | 44.460000 | 45.460000 |  
GRB100917A   |    434360    | -1.661190e+00 | -2.256700e+00 | -1.105000e+00 | 4.651900e-03 | 3.102810e-03 | 6.074380e-03 | 67.17 | 57 | 1.178 | 1.678871e-01 | 50.0000 | 1 | 3.220000 | 4.220000 |  
GRB100915A   |    434178    | -1.603720e+00 | -4.810400e+00 | -4.797340e-01 | 3.654100e-03 | 0.000000e+00 | 5.093830e-03 | 72.02 | 57 | 1.264 | 8.682196e-02 | 50.0000 | 1 | 8.760000 | 9.760000 |  
GRB100906A   |    433509    | -1.398850e+00 | -1.465600e+00 | -1.332210e+00 | 8.379690e-02 | 8.056220e-02 | 8.703110e-02 | 48.15 | 57 | 0.8447 | 7.918262e-01 | 50.0000 | 1 | 10.480000 | 11.480000 |  
GRB100905A   |    433442    | -8.759710e-01 | -1.156140e+00 | -5.757810e-01 | 5.229380e-03 | 4.249080e-03 | 6.199180e-03 | 56.83 | 57 | 0.9970 | 4.814469e-01 | 50.0000 | 1 | 0.032000 | 1.032000 |  
GRB100904A   |    433273    | -1.561710e+00 | -1.829670e+00 | -1.299430e+00 | 1.239490e-02 | 1.025770e-02 | 1.451000e-02 | 63.81 | 57 | 1.119 | 2.496117e-01 | 50.0000 | 1 | 2.300000 | 3.300000 |  
GRB100902A   |    433160    | -1.630380e+00 | -1.923900e+00 | -1.349480e+00 | 7.426880e-03 | 6.122450e-03 | 8.696290e-03 | 54.32 | 57 | 0.9530 | 5.762593e-01 | 50.0000 | 1 | 207.888000 | 208.888000 |  
GRB100901A   |    433065    | -1.840200e+00 | -2.490670e+00 | -1.263660e+00 | 5.645430e-03 | 3.595840e-03 | 7.466120e-03 | 56.44 | 57 | 0.9901 | 4.961470e-01 | 50.0000 | 1 | -1.808000 | -0.808000 |  
GRB100823A   |    432420    | -2.138310e+00 | -2.445820e+00 | -1.860820e+00 | 6.007160e-03 | 4.748790e-03 | 7.219330e-03 | 59.75 | 57 | 1.048 | 3.762125e-01 | 50.0000 | 1 | 0.140000 | 1.140000 |  
GRB100816A   |    431764    | -1.063190e+00 | -1.126940e+00 | -9.991010e-01 | 9.517350e-02 | 9.146100e-02 | 9.888420e-02 | 67.92 | 57 | 1.192 | 1.524917e-01 | 50.0000 | 1 | 0.104000 | 1.104000 |  
GRB100814A   |    431605    | -6.049060e-01 | -7.082300e-01 | -4.983870e-01 | 2.178670e-02 | 2.031370e-02 | 2.324470e-02 | 59.71 | 57 | 1.048 | 3.773050e-01 | 50.0000 | 1 | 4.208000 | 5.208000 |  
GRB100807A   |    431128    | -1.626710e+00 | -1.837800e+00 | -1.420930e+00 | 1.407720e-02 | 1.220490e-02 | 1.593110e-02 | 57.32 | 57 | 1.006 | 4.631439e-01 | 50.0000 | 1 | -0.340000 | 0.660000 |  
GRB100805A   |    430957    | -1.646640e+00 | -2.225620e+00 | -1.109920e+00 | 5.382210e-03 | 3.528210e-03 | 7.166730e-03 | 56.94 | 57 | 0.9990 | 4.772673e-01 | 50.0000 | 1 | 1.972000 | 2.972000 |  
GRB100802A   |    430603    | -9.852130e-01 | -1.209000e+00 | -7.514310e-01 | 8.128280e-03 | 6.968830e-03 | 9.280390e-03 | 66.74 | 57 | 1.171 | 1.770288e-01 | 50.0000 | 1 | -0.076000 | 0.924000 |  
GRB100728B   |    430172    | -1.535790e+00 | -1.760930e+00 | -1.311260e+00 | 2.753750e-02 | 2.343050e-02 | 3.163600e-02 | 48.58 | 57 | 0.8522 | 7.787775e-01 | 50.0000 | 1 | -0.652000 | 0.348000 |  
GRB100728A   |    430151    | -7.007840e-01 | -7.770830e-01 | -6.232040e-01 | 4.324180e-02 | 4.135820e-02 | 4.511330e-02 | 70.64 | 57 | 1.239 | 1.057685e-01 | 50.0000 | 1 | 28.264000 | 29.264000 |  
GRB100727A   |    430094    | -1.715580e+00 | -1.908200e+00 | -1.529800e+00 | 8.895600e-03 | 7.803120e-03 | 9.968520e-03 | 65.17 | 57 | 1.143 | 2.138199e-01 | 50.0000 | 1 | 1.332000 | 2.332000 |  
GRB100725B   |    429969    | -1.357310e+00 | -1.467710e+00 | -1.247290e+00 | 1.879920e-02 | 1.759040e-02 | 2.000290e-02 | 58.53 | 57 | 1.027 | 4.188469e-01 | 50.0000 | 1 | 132.408000 | 133.408000 |  
GRB100725A   |    429954    | -1.086000e+00 | -1.430180e+00 | -7.203840e-01 | 6.017940e-03 | 4.870880e-03 | 7.160170e-03 | 68.98 | 57 | 1.210 | 1.328472e-01 | 50.0000 | 1 | 8.584000 | 9.584000 |  
