#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: "alpha" in the cutoff power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## Epeak: "Epeak" in the cutoff power-law model (equation below).
## Epeak_low: The lower limit of "Epeak" (90% confidence region).
## Epeak_hi: The upper limit of "Epeak" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the cutoff power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Cutoff power-law (CPL) equation: f = norm*((E/enorm)^{alpha})*(exp(-E(2+alpha)/Epeak))
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | alpha | alpha_low | alpha_hi | Epeak | Epeak_low | Epeak_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB111016A   |    505646    | -1.027750e+00 | -2.402770e+00 | 6.267470e-01 | 1.099030e+02 | 0.000000e+00 | 0.000000e+00 | 1.216870e-02 | N/A | N/A | 47.49 | 56 | 0.8481 | 7.836523e-01 | 50.0000 | 1 | 115.228000 | 116.228000 |  
GRB111008A   |    505054    | -1.011430e+00 | -1.357640e+00 | -2.810140e-01 | 2.127050e+02 | 0.000000e+00 | 0.000000e+00 | 7.156170e-02 | 4.499700e-02 | 1.585230e-01 | 67.81 | 56 | 1.211 | 1.338924e-01 | 50.0000 | 1 | 0.044000 | 1.044000 |  
GRB111005A   |    504779    | -2.027980e+00 | -2.048200e+00 | -4.002570e-01 | 1.641330e+01 | N/A | N/A | 7.002060e-03 | N/A | N/A | 46.57 | 56 | 0.8316 | 8.113018e-01 | 50.0000 | 1 | 0.772000 | 1.772000 |  
GRB110928A   |    504215    | -2.521220e-01 | -1.866690e+00 | 3.493330e+00 | 7.167730e+01 | 3.024500e+01 | 0.000000e+00 | 2.907950e-02 | 0.000000e+00 | 1.740750e+00 | 58.62 | 56 | 1.047 | 3.796965e-01 | 50.0000 | 1 | 6.840000 | 7.840000 |  
GRB110921A   |    503652    | -7.483450e-01 | -1.691480e+00 | 9.632350e-01 | 1.330650e+02 | 0.000000e+00 | 0.000000e+00 | 3.204630e-02 | 1.498720e-02 | 1.848410e-01 | 43.77 | 56 | 0.7817 | 8.825132e-01 | 50.0000 | 1 | 2.872000 | 3.872000 |  
GRB110915A   |    503219    | -1.095510e+00 | -1.239630e+00 | -7.382290e-01 | 4.920050e+02 | 0.000000e+00 | 0.000000e+00 | 2.955670e-02 | 2.545130e-02 | 4.295960e-02 | 51.91 | 56 | 0.9270 | 6.302821e-01 | 50.0000 | 1 | 68.040000 | 69.040000 |  
GRB110827A   |    501520    | -1.251240e+00 | -1.793670e+00 | -7.037510e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 3.123430e-03 | 2.234490e-03 | 2.153540e-02 | 71.92 | 56 | 1.284 | 7.450222e-02 | 50.0000 | 1 | 2.116000 | 3.116000 |  
GRB110820A   |    501095    | -9.161330e-01 | -2.385710e+00 | 4.055980e+00 | 3.637330e+01 | 0.000000e+00 | 0.000000e+00 | 1.663390e-02 | 0.000000e+00 | 3.495540e+01 | 54.77 | 56 | 0.9780 | 5.216142e-01 | 50.0000 | 1 | 1.556000 | 2.556000 |  
GRB110818A   |    500914    | -8.763460e-01 | -2.894360e+00 | 7.161950e-01 | 3.106450e+02 | 0.000000e+00 | 0.000000e+00 | 1.665650e-02 | 1.127970e-02 | 5.802870e-02 | 63.28 | 56 | 1.130 | 2.350946e-01 | 50.0000 | 1 | 27.260000 | 28.260000 |  
GRB110808A   |    458918    | 4.983150e-01 | -1.800870e+00 | -0.000000e+00 | 4.321720e+01 | 2.841620e+01 | 1.206350e+02 | 9.738690e-02 | 0.000000e+00 | 0.000000e+00 | 56.07 | 56 | 1.001 | 4.723654e-01 | 50.0000 | 1 | 1.188000 | 2.188000 |  
GRB110801A   |    458521    | -1.646290e+00 | -2.258640e+00 | -5.297270e-01 | 7.048300e+01 | 2.576210e+00 | 0.000000e+00 | 9.490440e-03 | 0.000000e+00 | 4.238900e-02 | 60.33 | 56 | 1.077 | 3.221352e-01 | 50.0000 | 1 | 341.784000 | 342.784000 |  
GRB110731A   |    458448    | -7.744820e-01 | -9.885090e-01 | -5.502770e-01 | 1.351930e+02 | 1.104850e+02 | 1.899770e+02 | 1.566610e-01 | 1.263150e-01 | 1.962290e-01 | 62.93 | 56 | 1.124 | 2.445150e-01 | 50.0000 | 1 | -0.268000 | 0.732000 |  
GRB110726A   |    458059    | 3.243330e-01 | -8.920670e-01 | 2.058050e+00 | 4.998510e+01 | 4.101370e+01 | 6.864710e+01 | 1.022870e-01 | 0.000000e+00 | 1.048000e+00 | 66.31 | 56 | 1.184 | 1.630520e-01 | 50.0000 | 1 | 0.612000 | 1.612000 |  
GRB110719A   |    457553    | -1.743110e+00 | -3.988900e+00 | -1.008500e+00 | 9.999360e+03 | N/A | N/A | 9.273650e-03 | N/A | N/A | 48.35 | 56 | 0.8633 | 7.565268e-01 | 50.0000 | 1 | 2.016000 | 3.016000 |  
GRB110715A   |    457330    | -9.848870e-01 | -1.114010e+00 | -8.521560e-01 | 1.519920e+02 | 1.289710e+02 | 1.942470e+02 | 6.561640e-01 | 5.806360e-01 | 7.436980e-01 | 51.46 | 56 | 0.9189 | 6.473052e-01 | 50.0000 | 1 | 1.856000 | 2.856000 |  
GRB110709B   |    456967    | -9.456920e-01 | -1.289650e+00 | -5.672780e-01 | 1.752640e+02 | 1.069740e+02 | 0.000000e+00 | 4.550890e-02 | 3.148800e-02 | 6.857590e-02 | 56.07 | 56 | 1.001 | 4.720617e-01 | 50.0000 | 1 | 646.612000 | 647.612000 |  
GRB110709A   |    456939    | -9.854970e-01 | -1.257630e+00 | -6.946470e-01 | 1.365450e+02 | 9.900260e+01 | 3.163380e+02 | 7.601100e-02 | 5.649810e-02 | 1.044780e-01 | 55.14 | 56 | 0.9846 | 5.074148e-01 | 50.0000 | 1 | 34.248000 | 35.248000 |  
GRB110625A   |    456073    | -5.401570e-01 | -8.697770e-01 | -1.855900e-01 | 1.242070e+02 | 9.942870e+01 | 1.881660e+02 | 8.503920e-01 | 6.071570e-01 | 1.218930e+00 | 46.52 | 56 | 0.8307 | 8.127402e-01 | 50.0000 | 1 | 13.740000 | 14.740000 |  
GRB110610A   |    455155    | -1.157010e+00 | -1.281830e+00 | -8.298070e-01 | 5.297690e+02 | 0.000000e+00 | 0.000000e+00 | 3.662990e-02 | 3.211920e-02 | 5.138920e-02 | 44.57 | 56 | 0.7958 | 8.643130e-01 | 50.0000 | 1 | 34.424000 | 35.424000 |  
GRB110604A   |    454779    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB110530A   |    454473    | -1.247040e+00 | -1.825840e+00 | -6.583940e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 3.668110e-03 | 2.609050e-03 | 1.853690e-02 | 50.35 | 56 | 0.8991 | 6.877700e-01 | 50.0000 | 1 | 1.028000 | 2.028000 |  
GRB110521A   |    453788    | -7.583170e-01 | -1.264780e+00 | 2.380310e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 3.801640e-03 | 2.721060e-03 | 1.278100e-02 | 65.59 | 56 | 1.171 | 1.784643e-01 | 50.0000 | 1 | 7.568000 | 8.568000 |  
GRB110520A   |    453747    | -1.079270e+00 | -1.348600e+00 | -7.287260e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 9.422470e-03 | 7.946190e-03 | 2.608480e-02 | 42.68 | 56 | 0.7622 | 9.049928e-01 | 50.0000 | 1 | 4.140000 | 5.140000 |  
GRB110519A   |    453628    | -1.171170e+00 | -1.653250e+00 | -6.201540e-01 | 4.838880e+01 | 4.011460e+01 | 6.278720e+01 | 8.330990e-02 | 4.561920e-02 | 1.678940e-01 | 67.07 | 56 | 1.198 | 1.478306e-01 | 50.0000 | 1 | 2.348000 | 3.348000 |  
GRB110503A   |    452685    | -1.625460e-01 | -4.819650e-01 | 1.820820e-01 | 1.301960e+02 | 1.087810e+02 | 1.727560e+02 | 6.080280e-01 | 4.464910e-01 | 8.454700e-01 | 54.75 | 56 | 0.9777 | 5.221646e-01 | 50.0000 | 1 | -0.120000 | 0.880000 |  
GRB110422A   |    451901    | -6.802230e-01 | -9.028620e-01 | -4.462210e-01 | 2.769480e+02 | 1.804330e+02 | 9.150350e+02 | 3.335780e-01 | 2.693920e-01 | 4.168020e-01 | 56.40 | 56 | 1.007 | 4.599092e-01 | 50.0000 | 1 | 6.904000 | 7.904000 |  
GRB110420B   |    451794    | 6.100290e+00 | 1.242960e+00 | -0.000000e+00 | 7.998580e+01 | 6.669330e+01 | 9.853760e+01 | 1.060020e+00 | 0.000000e+00 | 5.886410e+01 | 57.05 | 56 | 1.019 | 4.357689e-01 | 50.0000 | 1 | -0.450000 | 0.550000 |  
GRB110420A   |    451757    | -1.796300e+00 | -1.903700e+00 | -1.647140e+00 | 9.999350e+03 | 1.000030e-02 | 0.000000e+00 | 1.033460e-01 | 3.508000e-02 | 8.004480e-02 | 37.25 | 56 | 0.6652 | 9.746955e-01 | 50.0000 | 1 | 8.044000 | 9.044000 |  
GRB110414A   |    451343    | -9.976790e-01 | -2.282290e+00 | 1.225230e+00 | 8.277940e+01 | 1.011490e+01 | 0.000000e+00 | 2.100430e-02 | 7.884430e-03 | 2.391700e-01 | 57.17 | 56 | 1.021 | 4.315087e-01 | 50.0000 | 1 | 8.704000 | 9.704000 |  
GRB110412A   |    451191    | -7.540160e-01 | -1.438620e+00 | 6.464280e-01 | 1.547780e+02 | 0.000000e+00 | 0.000000e+00 | 2.834060e-02 | N/A | N/A | 66.00 | 56 | 1.179 | 1.694589e-01 | 50.0000 | 1 | 19.004000 | 20.004000 |  
GRB110411A   |    451165    | -7.899720e-01 | -1.666040e+00 | 3.390930e-01 | 5.683690e+01 | 4.297830e+01 | 1.783470e+02 | 3.318530e-02 | 0.000000e+00 | 1.422740e-01 | 57.60 | 56 | 1.029 | 4.159315e-01 | 50.0000 | 1 | 4.732000 | 5.732000 |  
GRB110407A   |    450884    | -1.062560e+00 | -1.534520e+00 | -5.160980e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 4.581900e-03 | 3.411030e-03 | 1.738800e-02 | 58.69 | 56 | 1.048 | 3.770737e-01 | 50.0000 | 1 | 27.640000 | 28.640000 |  
GRB110402A   |    450545    | -9.476400e-01 | -1.211290e+00 | 5.353680e-02 | 9.997690e+03 | 0.000000e+00 | 0.000000e+00 | 3.608260e-02 | 3.070160e-02 | 8.832630e-02 | 43.78 | 56 | 0.7818 | 8.824237e-01 | 50.0000 | 1 | 3.180000 | 4.180000 |  
GRB110319A   |    449578    | -1.643000e+00 | -1.993280e+00 | -5.126340e-01 | 1.282400e+01 | N/A | N/A | 4.313910e-02 | N/A | N/A | 52.09 | 56 | 0.9302 | 6.235246e-01 | 50.0000 | 1 | 13.104000 | 14.104000 |  
GRB110319B   |  00449578001 | -1.444140e+00 | -2.643330e+00 | -8.306690e-01 | 9.498020e+02 | 0.000000e+00 | 0.000000e+00 | 1.154410e-02 | N/A | N/A | 47.30 | 56 | 0.8447 | 7.895431e-01 | 50.0000 | 1 | 3.220000 | 4.220000 |  
GRB110318B   |    449549    | -1.320390e+00 | -1.679640e+00 | -2.221960e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 6.005620e-03 | 4.808140e-03 | 3.944410e-02 | 37.36 | 56 | 0.6671 | 9.739346e-01 | 50.0000 | 1 | 0.756000 | 1.756000 |  
GRB110318A   |    449542    | -1.537510e-01 | -5.533240e-01 | 2.849690e-01 | 1.043240e+02 | 8.771790e+01 | 1.379210e+02 | 1.979710e-01 | 1.309500e-01 | 3.100790e-01 | 42.09 | 56 | 0.7516 | 9.159247e-01 | 50.0000 | 1 | 1.952000 | 2.952000 |  
GRB110315A   |    449399    | -1.153380e+00 | -1.874470e+00 | 3.195130e-01 | 8.030960e+01 | 0.000000e+00 | 0.000000e+00 | 2.396880e-02 | 0.000000e+00 | 1.409980e-01 | 69.39 | 56 | 1.239 | 1.078293e-01 | 50.0000 | 1 | 3.128000 | 4.128000 |  
GRB110312A   |    449074    | -1.854840e+00 | -2.902210e+00 | -7.732680e-01 | 9.999320e+03 | N/A | N/A | 8.328200e-03 | N/A | N/A | 59.86 | 56 | 1.069 | 3.375377e-01 | 50.0000 | 1 | 44.204000 | 45.204000 |  
GRB110305A   |    448229    | -1.040450e+00 | -2.583340e+00 | 1.129480e+00 | 6.948220e+01 | N/A | N/A | 2.095650e-02 | N/A | N/A | 56.08 | 56 | 1.001 | 4.718627e-01 | 50.0000 | 1 | 6.064000 | 7.064000 |  
GRB110223B   |    446677    | -1.072030e+00 | -1.459970e+00 | -6.761260e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 5.066100e-03 | 4.070440e-03 | 1.525450e-02 | 67.64 | 56 | 1.208 | 1.370855e-01 | 50.0000 | 1 | 0.992000 | 1.992000 |  
GRB110223A   |    446674    | -8.202820e-01 | -2.245050e+00 | 1.550100e+00 | 6.891960e+01 | N/A | N/A | 1.282710e-02 | N/A | N/A | 52.03 | 56 | 0.9291 | 6.259883e-01 | 50.0000 | 1 | 0.080000 | 1.080000 |  
GRB110213A   |    445414    | -8.428770e-01 | -2.013310e+00 | 3.631310e+00 | 2.661210e+01 | N/A | N/A | 8.427100e-02 | N/A | N/A | 46.69 | 56 | 0.8337 | 8.079231e-01 | 50.0000 | 1 | 8.308000 | 9.308000 |  
GRB110212A   |    445321    | -1.976590e-01 | -1.357350e+00 | 1.365560e+00 | 4.861180e+01 | 4.072940e+01 | 6.846310e+01 | 8.427480e-02 | 0.000000e+00 | 6.349340e-01 | 51.32 | 56 | 0.9165 | 6.522154e-01 | 50.0000 | 1 | 0.256000 | 1.256000 |  
GRB110210A   |    445141    | -1.406790e+00 | -2.116060e+00 | 6.146110e+00 | 3.465830e+01 | N/A | N/A | 5.600670e-03 | N/A | N/A | 63.32 | 56 | 1.131 | 2.340206e-01 | 50.0000 | 1 | -54.348000 | -53.348000 |  
GRB110208A   |    445038    | 9.101130e-01 | -7.442640e-01 | 3.389420e+00 | 5.530170e+01 | 4.471120e+01 | 8.398480e+01 | 9.615380e-02 | 0.000000e+00 | 1.966040e+00 | 38.60 | 56 | 0.6893 | 9.631827e-01 | 50.0000 | 1 | 0.460000 | 1.460000 |  
GRB110207A   |    444912    | -1.078690e+00 | -1.293380e+00 | -8.136060e-01 | 9.999350e+03 | 0.000000e+00 | 0.000000e+00 | 9.492190e-03 | N/A | N/A | 72.87 | 56 | 1.301 | 6.437061e-02 | 50.0000 | 1 | -0.110000 | 0.890000 |  
GRB110205A   |    444643    | -1.225500e+00 | -1.390170e+00 | -8.814390e-01 | 3.436680e+02 | 0.000000e+00 | 0.000000e+00 | 2.965850e-02 | 2.483680e-02 | 4.309550e-02 | 70.17 | 56 | 1.253 | 9.639663e-02 | 50.0000 | 1 | 210.440000 | 211.440000 |  
GRB110201A   |    444230    | 1.950020e-01 | -6.523840e-01 | 1.287590e+00 | 1.518600e+02 | 9.904350e+01 | 2.616700e+03 | 2.194660e-02 | 9.915030e-03 | 5.914160e-02 | 46.97 | 56 | 0.8388 | 7.994623e-01 | 50.0000 | 1 | -0.284000 | 0.716000 |  
GRB110128A   |    443861    | -5.893200e-02 | -1.581530e+00 | 2.849750e+00 | 9.223530e+01 | N/A | N/A | 2.201460e-02 | N/A | N/A | 55.37 | 56 | 0.9887 | 4.986682e-01 | 50.0000 | 1 | 3.576000 | 4.576000 |  
GRB110119A   |    442978    | -8.410930e-01 | -9.996050e-01 | -3.832820e-01 | 9.984920e+02 | 0.000000e+00 | 0.000000e+00 | 2.071710e-02 | 1.838060e-02 | 3.176110e-02 | 63.85 | 56 | 1.140 | 2.201014e-01 | 50.0000 | 1 | 33.160000 | 34.160000 |  
GRB110112A   |    442039    | 9.331340e-02 | -2.145480e+00 | 5.411610e+00 | 4.227340e+01 | N/A | N/A | 5.246660e-02 | N/A | N/A | 72.64 | 56 | 1.297 | 6.668325e-02 | 50.0000 | 1 | -0.284000 | 0.716000 |  
GRB110107A   |  00090978002 | -1.065100e+00 | -1.633720e+00 | -1.920580e-01 | 9.005030e+01 | 5.935120e+01 | 0.000000e+00 | 2.976420e-02 | 1.511440e-02 | 8.700190e-02 | 49.96 | 56 | 0.8922 | 7.015761e-01 | 50.0000 | 1 | 69.000000 | 70.000000 |  
GRB110106B   |    441676    | -5.157620e-01 | -1.535320e+00 | 7.912350e-01 | 7.295860e+01 | 5.477320e+01 | 6.661960e+02 | 5.319230e-02 | 0.000000e+00 | 2.283110e-01 | 40.12 | 56 | 0.7164 | 9.460144e-01 | 50.0000 | 1 | 4.884000 | 5.884000 |  
GRB110106A   |    441664    | -6.360880e-01 | -1.949740e+00 | 1.617400e+00 | 6.105580e+01 | 4.673810e+01 | 0.000000e+00 | 4.639200e-02 | 0.000000e+00 | 1.015410e+00 | 69.35 | 56 | 1.238 | 1.084300e-01 | 50.0000 | 1 | 0.248000 | 1.248000 |  
GRB110102A   |    441454    | -1.166800e+00 | -1.244560e+00 | -9.619700e-01 | 9.887130e+03 | 0.000000e+00 | 0.000000e+00 | 6.732310e-02 | 6.436560e-02 | 6.892420e-02 | 52.86 | 56 | 0.9440 | 5.943739e-01 | 50.0000 | 1 | 208.760000 | 209.760000 |  
GRB101225A   |    441015    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB101224A   |    440955    | -4.732880e-02 | -0.000000e+00 | 2.594430e+00 | 1.758650e+02 | 0.000000e+00 | 0.000000e+00 | 1.151730e-02 | 4.428500e-03 | 1.296150e-01 | 44.90 | 56 | 0.8017 | 8.562871e-01 | 50.0000 | 1 | -0.338000 | 0.662000 |  
GRB101219B   |    440635    | 2.697240e+00 | 3.913560e-01 | -0.000000e+00 | 6.528850e+01 | 4.772300e+01 | 7.880980e+01 | 1.094830e+00 | 0.000000e+00 | 5.609530e+03 | 33.47 | 56 | 0.5978 | 9.927075e-01 | 50.0000 | 1 | 26.836000 | 27.836000 |  
GRB101219A   |    440606    | -5.117980e-01 | -7.036700e-01 | -3.219860e-01 | 9.972170e+02 | 0.000000e+00 | 0.000000e+00 | 3.621150e-02 | 3.170620e-02 | 4.063310e-02 | 68.65 | 56 | 1.226 | 1.194197e-01 | 50.0000 | 1 | -0.016000 | 0.984000 |  
GRB101213A   |    440285    | 3.780870e-01 | -8.474700e-01 | 2.131000e+00 | 8.457160e+01 | 6.404860e+01 | 1.908140e+02 | 9.953250e-02 | 0.000000e+00 | 6.004350e-01 | 52.91 | 56 | 0.9448 | 5.926838e-01 | 50.0000 | 1 | -0.300000 | 0.700000 |  
GRB101204A   |    439806    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB101201A   |    439596    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB101129A   |    439471    | -9.736280e-01 | -1.698580e+00 | -1.262040e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 1.333080e-02 | N/A | N/A | 78.83 | 56 | 1.408 | 2.387529e-02 | 50.0000 | 1 | -0.367000 | 0.633000 |  
GRB101117B   |    438675    | -1.102480e+00 | -1.520330e+00 | -6.192580e-01 | 1.264300e+02 | 8.193730e+01 | 0.000000e+00 | 5.466630e-02 | 3.487550e-02 | 9.240520e-02 | 54.26 | 56 | 0.9690 | 5.408139e-01 | 50.0000 | 1 | 0.732000 | 1.732000 |  
GRB101114A   |    438392    | -1.102450e+00 | -1.389500e+00 | -7.042980e-01 | 9.999350e+03 | 0.000000e+00 | 0.000000e+00 | 1.623800e-02 | 1.368480e-02 | 3.578930e-02 | 43.59 | 56 | 0.7785 | 8.864293e-01 | 50.0000 | 1 | 1.900000 | 2.900000 |  
GRB101030A   |    437408    | -1.453870e+00 | -2.216740e+00 | -5.481750e-01 | 9.836550e+01 | 2.508240e+01 | 0.000000e+00 | 1.121420e-02 | 4.423640e-03 | 3.411280e-02 | 41.07 | 56 | 0.7334 | 9.325756e-01 | 50.0000 | 1 | 0.224000 | 1.224000 |  
GRB101024A   |    437016    | -4.222490e-01 | -7.606490e-01 | -5.552340e-02 | 7.212590e+01 | 6.483510e+01 | 8.337760e+01 | 1.610360e-01 | 1.101340e-01 | 2.433280e-01 | 40.74 | 56 | 0.7275 | 9.375225e-01 | 50.0000 | 1 | 9.392000 | 10.392000 |  
GRB101023A   |    436981    | -8.793930e-01 | -1.032710e+00 | -7.206980e-01 | 2.640060e+02 | 1.852530e+02 | 5.623600e+02 | 2.325040e-01 | 2.005990e-01 | 2.707550e-01 | 54.37 | 56 | 0.9709 | 5.367888e-01 | 50.0000 | 1 | 57.344000 | 58.344000 |  
GRB101020A   |    436737    | -6.274610e-01 | -2.714310e+00 | -0.000000e+00 | 8.815870e+01 | 0.000000e+00 | 0.000000e+00 | 1.178360e-02 | 0.000000e+00 | 1.979550e+02 | 50.58 | 56 | 0.9033 | 6.792832e-01 | 50.0000 | 1 | -15.364000 | -14.364000 |  
GRB101017A   |    436429    | -7.066300e-01 | -9.968990e-01 | -3.963930e-01 | 1.918330e+02 | 1.318040e+02 | 5.370560e+02 | 1.195140e-01 | 8.952900e-02 | 1.623220e-01 | 47.89 | 56 | 0.8551 | 7.713113e-01 | 50.0000 | 1 | 2.580000 | 3.580000 |  
GRB101011A   |    436094    | -5.024720e-01 | -1.320090e+00 | 5.602560e-01 | 9.533050e+01 | 6.349590e+01 | 0.000000e+00 | 2.815230e-02 | 1.096650e-02 | 9.942670e-02 | 54.20 | 56 | 0.9678 | 5.434173e-01 | 50.0000 | 1 | -0.224000 | 0.776000 |  
GRB101008A   |    435903    | -1.236150e+00 | -2.642430e+00 | -9.239490e-01 | 9.999340e+03 | N/A | N/A | 1.337570e-02 | N/A | N/A | 56.73 | 56 | 1.013 | 4.476208e-01 | 50.0000 | 1 | -0.436000 | 0.564000 |  
GRB100928A   |    435160    | -1.993580e+00 | -2.014080e+00 | -1.690510e+00 | 4.276730e+00 | N/A | N/A | 1.688970e-02 | N/A | N/A | 65.79 | 56 | 1.175 | 1.741405e-01 | 50.0000 | 1 | 1.308000 | 2.308000 |  
GRB100924A   |    434843    | -4.727840e-01 | -1.065370e+00 | 2.112930e-01 | 1.263380e+02 | 8.939280e+01 | 4.937840e+02 | 7.774720e-02 | 4.248300e-02 | 1.535330e-01 | 64.90 | 56 | 1.159 | 1.941445e-01 | 50.0000 | 1 | 44.460000 | 45.460000 |  
GRB100917A   |    434360    | -1.693040e+00 | N/A | N/A | 9.999360e+03 | N/A | N/A | 4.560020e-03 | N/A | N/A | 67.19 | 56 | 1.200 | 1.455091e-01 | 50.0000 | 1 | 3.220000 | 4.220000 |  
GRB100915A   |    434178    | -1.635130e+00 | N/A | N/A | 9.999310e+03 | N/A | N/A | 3.632050e-03 | N/A | N/A | 72.03 | 56 | 1.286 | 7.328667e-02 | 50.0000 | 1 | 8.760000 | 9.760000 |  
GRB100906A   |    433509    | -1.007770e+00 | -1.273220e+00 | -7.258560e-01 | 1.383710e+02 | 1.019170e+02 | 3.015150e+02 | 1.279100e-01 | 9.674140e-02 | 1.720550e-01 | 41.65 | 56 | 0.7438 | 9.233404e-01 | 50.0000 | 1 | 10.480000 | 11.480000 |  
GRB100905A   |    433442    | 8.819160e-01 | -4.899640e-01 | 2.907600e+00 | 9.411430e+01 | 6.937130e+01 | 2.159960e+02 | 3.100100e-02 | 0.000000e+00 | 2.199560e-01 | 51.62 | 56 | 0.9218 | 6.410954e-01 | 50.0000 | 1 | 0.032000 | 1.032000 |  
GRB100904A   |    433273    | -3.302120e-01 | -1.480940e+00 | 1.168470e+00 | 6.396130e+01 | 4.825950e+01 | 2.364100e+02 | 5.577740e-02 | 0.000000e+00 | 3.265450e-01 | 60.44 | 56 | 1.079 | 3.187232e-01 | 50.0000 | 1 | 2.300000 | 3.300000 |  
GRB100902A   |    433160    | -1.452120e+00 | -2.554020e+00 | -2.156910e-01 | 1.426780e+02 | 0.000000e+00 | 0.000000e+00 | 9.266320e-03 | 0.000000e+00 | 4.208920e-02 | 54.23 | 56 | 0.9685 | 5.419891e-01 | 50.0000 | 1 | 207.888000 | 208.888000 |  
GRB100901A   |    433065    | -1.838940e+00 | -3.407320e+00 | -1.372190e+00 | 9.999340e+03 | N/A | N/A | 5.650580e-03 | N/A | N/A | 56.44 | 56 | 1.008 | 4.584163e-01 | 50.0000 | 1 | -1.808000 | -0.808000 |  
GRB100823A   |    432420    | -2.204030e+00 | -2.476670e+00 | -1.088320e+00 | 1.233420e+02 | N/A | N/A | 5.482420e-03 | N/A | N/A | 59.73 | 56 | 1.067 | 3.418427e-01 | 50.0000 | 1 | 0.140000 | 1.140000 |  
GRB100816A   |    431764    | -4.942330e-01 | -7.550890e-01 | -2.172030e-01 | 1.530420e+02 | 1.210210e+02 | 2.307810e+02 | 1.710460e-01 | 1.317990e-01 | 2.252080e-01 | 53.07 | 56 | 0.9477 | 5.864264e-01 | 50.0000 | 1 | 0.104000 | 1.104000 |  
GRB100814A   |    431605    | 4.078870e-01 | -9.456960e-02 | 9.835370e-01 | 1.559030e+02 | 1.229360e+02 | 2.408250e+02 | 5.305660e-02 | 3.462470e-02 | 8.494310e-02 | 46.37 | 56 | 0.8280 | 8.170399e-01 | 50.0000 | 1 | 4.208000 | 5.208000 |  
GRB100807A   |    431128    | -8.649200e-01 | -1.683440e+00 | 1.403650e-01 | 7.285820e+01 | 5.274970e+01 | 0.000000e+00 | 3.497810e-02 | 1.357440e-02 | 1.133380e-01 | 54.82 | 56 | 0.9790 | 5.194040e-01 | 50.0000 | 1 | -0.340000 | 0.660000 |  
GRB100805A   |    430957    | -6.319440e-01 | -2.216890e+00 | 6.824380e+00 | 6.185610e+01 | 0.000000e+00 | 0.000000e+00 | 1.897690e-02 | 0.000000e+00 | 1.643490e+02 | 56.54 | 56 | 1.010 | 4.545545e-01 | 50.0000 | 1 | 1.972000 | 2.972000 |  
GRB100802A   |    430603    | 3.047220e-01 | -7.523860e-01 | 1.722290e+00 | 1.040480e+02 | 7.686020e+01 | 2.871780e+02 | 2.960520e-02 | 0.000000e+00 | 1.101440e-01 | 62.20 | 56 | 1.111 | 2.651047e-01 | 50.0000 | 1 | -0.076000 | 0.924000 |  
