#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: "alpha" in the cutoff power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## Epeak: "Epeak" in the cutoff power-law model (equation below).
## Epeak_low: The lower limit of "Epeak" (90% confidence region).
## Epeak_hi: The upper limit of "Epeak" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the cutoff power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Cutoff power-law (CPL) equation: f = norm*((E/enorm)^{alpha})*(exp(-E(2+alpha)/Epeak))
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | alpha | alpha_low | alpha_hi | Epeak | Epeak_low | Epeak_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB100728B   |    430172    | -1.570960e-01 | -1.198750e+00 | 1.235730e+00 | 6.642530e+01 | 5.225980e+01 | 1.211180e+02 | 1.400410e-01 | 0.000000e+00 | 7.123330e-01 | 43.10 | 56 | 0.7697 | 8.966477e-01 | 50.0000 | 1 | -0.652000 | 0.348000 |  
GRB100728A   |    430151    | -6.944760e-01 | -7.695960e-01 | -6.143780e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 4.359230e-02 | 4.180510e-02 | 5.202850e-02 | 70.71 | 56 | 1.263 | 8.917301e-02 | 50.0000 | 1 | 28.264000 | 29.264000 |  
GRB100727A   |    430094    | -1.080320e+00 | -1.785440e+00 | -2.090920e-01 | 6.304420e+01 | 4.518550e+01 | 0.000000e+00 | 2.024510e-02 | 8.456940e-03 | 6.286930e-02 | 62.92 | 56 | 1.124 | 2.446049e-01 | 50.0000 | 1 | 1.332000 | 2.332000 |  
GRB100725B   |    429969    | -1.134070e+00 | -1.413110e+00 | -6.708940e-01 | 1.951780e+02 | 0.000000e+00 | 0.000000e+00 | 2.438170e-02 | 1.785110e-02 | 4.124850e-02 | 57.73 | 56 | 1.031 | 4.110003e-01 | 50.0000 | 1 | 132.408000 | 133.408000 |  
GRB100725A   |    429954    | -1.092470e+00 | -7.031460e+00 | -1.929770e-01 | 9.999320e+03 | N/A | N/A | 6.035500e-03 | N/A | N/A | 68.99 | 56 | 1.232 | 1.140062e-01 | 50.0000 | 1 | 8.584000 | 9.584000 |  
GRB100724A   |    429868    | 3.709900e-02 | -1.087940e+00 | 1.445880e+00 | 4.515470e+01 | 3.806240e+01 | 5.695170e+01 | 1.627920e-01 | 0.000000e+00 | 1.061070e+00 | 43.25 | 56 | 0.7724 | 8.935842e-01 | 50.0000 | 1 | 0.088000 | 1.088000 |  
GRB100719A   |    429357    | -1.113230e+00 | -1.601330e+00 | -5.914770e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 4.987480e-03 | 3.660980e-03 | 1.062430e-01 | 57.85 | 56 | 1.033 | 4.067130e-01 | 50.0000 | 1 | 2.064000 | 3.064000 |  
GRB100704A   |    426722    | -5.653820e-01 | -9.112800e-01 | -1.900290e-01 | 1.940670e+02 | 1.298930e+02 | 6.770880e+02 | 5.785470e-02 | 4.099400e-02 | 8.372750e-02 | 59.67 | 56 | 1.066 | 3.436891e-01 | 50.0000 | 1 | 0.756000 | 1.756000 |  
GRB100702A   |    426438    | -1.076850e+00 | -1.730180e+00 | -2.096170e-01 | 9.052190e+01 | 6.591560e+01 | 0.000000e+00 | 3.097330e-02 | 1.584470e-02 | 7.977900e-02 | 48.89 | 56 | 0.8731 | 7.385070e-01 | 50.0000 | 1 | -0.516000 | 0.484000 |  
GRB100628A   |    426114    | 9.602600e+00 | 4.432830e+00 | -0.000000e+00 | 8.467010e+01 | 7.463460e+01 | 9.428980e+01 | 3.577380e+00 | 0.000000e+00 | 8.063300e+00 | 63.27 | 56 | 1.130 | 2.352463e-01 | 50.0000 | 1 | -0.482000 | 0.518000 |  
GRB100625A   |    425647    | -7.355410e-01 | -9.767370e-01 | -2.490780e-01 | 3.913750e+02 | 0.000000e+00 | 0.000000e+00 | 2.702160e-02 | 2.121070e-02 | 4.349250e-02 | 80.03 | 56 | 1.429 | 1.923312e-02 | 50.0000 | 1 | -0.368000 | 0.632000 |  
GRB100621A   |    425151    | -9.458340e-01 | -1.150710e+00 | -7.313500e-01 | 9.063190e+01 | 8.001930e+01 | 1.092110e+02 | 2.022460e-01 | 1.630980e-01 | 2.534780e-01 | 41.40 | 56 | 0.7394 | 9.274075e-01 | 50.0000 | 1 | 24.464000 | 25.464000 |  
GRB100619A   |    424998    | -1.662360e+00 | -1.797210e+00 | -1.380330e+00 | 3.205000e+02 | N/A | N/A | 3.604520e-02 | N/A | N/A | 46.77 | 56 | 0.8351 | 8.055944e-01 | 50.0000 | 1 | 87.088000 | 88.088000 |  
GRB100615A   |    424733    | -1.278390e+00 | -1.565120e+00 | -9.711950e-01 | 1.045260e+02 | 7.622250e+01 | 3.417560e+02 | 6.400110e-02 | 4.623600e-02 | 9.086180e-02 | 45.27 | 56 | 0.8084 | 8.467739e-01 | 50.0000 | 1 | 10.256000 | 11.256000 |  
GRB100614A   |    424716    | -8.841040e-01 | -0.000000e+00 | 3.394820e+00 | 3.090600e+02 | N/A | N/A | 7.199560e-03 | N/A | N/A | 73.10 | 56 | 1.305 | 6.210619e-02 | 50.0000 | 1 | 31.000000 | 32.000000 |  
GRB100606A   |    424031    | -6.869900e-01 | -1.097470e+00 | 4.005620e-01 | 3.491570e+02 | 0.000000e+00 | 0.000000e+00 | 4.087810e-02 | 2.945700e-02 | 1.071100e-01 | 52.79 | 56 | 0.9427 | 5.971772e-01 | 50.0000 | 1 | 0.196000 | 1.196000 |  
GRB100526B   |    423184    | -4.239840e-01 | -0.000000e+00 | 9.986640e+00 | 3.790620e+02 | 0.000000e+00 | 0.000000e+00 | 3.197540e-03 | 1.484720e-03 | 1.046420e+01 | 46.82 | 56 | 0.8361 | 8.039441e-01 | 50.0000 | 1 | 2.648000 | 3.648000 |  
GRB100526A   |    423181    | 2.993190e-02 | -2.176630e+00 | 5.842710e+00 | 5.279000e+01 | N/A | N/A | 4.875100e-02 | N/A | N/A | 65.71 | 56 | 1.173 | 1.757032e-01 | 50.0000 | 1 | 69.904000 | 70.904000 |  
GRB100522A   |    422783    | -7.176700e-01 | N/A | N/A | 1.621260e+01 | N/A | N/A | 9.418650e-03 | N/A | N/A | 50.19 | 56 | 0.8963 | 6.933504e-01 | 50.0000 | 1 | 8.356000 | 9.356000 |  
GRB100514A   |    421962    | -9.324570e-01 | -2.449980e+00 | 2.580350e+00 | 4.620990e+01 | N/A | N/A | 1.678350e-02 | N/A | N/A | 49.31 | 56 | 0.8805 | 7.244005e-01 | 50.0000 | 1 | 6.208000 | 7.208000 |  
GRB100513A   |    421814    | -1.289610e+00 | -1.710680e+00 | -8.371850e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 4.817480e-03 | 3.653280e-03 | 4.322110e-02 | 45.28 | 56 | 0.8086 | 8.465600e-01 | 50.0000 | 1 | 1.088000 | 2.088000 |  
GRB100508A   |    421386    | -7.948110e-01 | -0.000000e+00 | 2.236280e+00 | 2.245270e+02 | 0.000000e+00 | 0.000000e+00 | 5.554750e-03 | 2.859530e-03 | 8.339230e-02 | 63.96 | 56 | 1.142 | 2.172477e-01 | 50.0000 | 1 | 30.600000 | 31.600000 |  
GRB100504A   |    421124    | -1.347430e+00 | -2.080460e+00 | -5.165020e-01 | 1.109200e+02 | 5.766600e+01 | 0.000000e+00 | 1.814510e-02 | 1.161890e-02 | 4.838700e-02 | 51.91 | 56 | 0.9269 | 6.304557e-01 | 50.0000 | 1 | 7.592000 | 8.592000 |  
GRB100427A   |    420547    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB100425A   |    420398    | 2.891980e-02 | -1.847710e+00 | 3.034940e+00 | 2.937620e+01 | N/A | N/A | 2.574400e-01 | N/A | N/A | 45.75 | 56 | 0.8169 | 8.342633e-01 | 50.0000 | 1 | 0.232000 | 1.232000 |  
GRB100424A   |    420367    | 5.007700e+00 | N/A | N/A | 3.467330e+01 | N/A | N/A | 5.401480e+01 | N/A | N/A | 55.62 | 56 | 0.9933 | 4.890695e-01 | 50.0000 | 1 | 75.000000 | 76.000000 |  
GRB100423A   |    420247    | -7.027670e-01 | -7.898050e-01 | -3.985230e-01 | 9.936610e+03 | 0.000000e+00 | 0.000000e+00 | 6.728070e-02 | 6.487480e-02 | 7.002810e-02 | 50.19 | 56 | 0.8962 | 6.935535e-01 | 50.0000 | 1 | 0.156000 | 1.156000 |  
GRB100420A   |    419932    | -1.375660e+00 | -0.000000e+00 | 1.480670e-02 | 9.999350e+03 | N/A | N/A | 2.253730e-03 | N/A | N/A | 55.33 | 56 | 0.9881 | 5.000602e-01 | 50.0000 | 1 | 28.704000 | 29.704000 |  
GRB100418A   |    419797    | -1.982860e+00 | -1.999100e+00 | -5.864590e-01 | 1.013680e+00 | 3.711630e-01 | 2.403600e+01 | 1.201230e-02 | N/A | N/A | 59.04 | 56 | 1.054 | 3.649613e-01 | 50.0000 | 1 | 0.472000 | 1.472000 |  
GRB100413A   |    419404    | -5.870940e-01 | -1.029990e+00 | 4.621890e-01 | 9.973080e+02 | 0.000000e+00 | 0.000000e+00 | 6.021120e-03 | 4.376050e-03 | 0.000000e+00 | 55.00 | 56 | 0.9822 | 5.125873e-01 | 50.0000 | 1 | 116.780000 | 117.780000 |  
GRB100413B   |    419380    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB100401A   |    417974    | -1.150690e-01 | -1.945420e+00 | 2.962170e+00 | 4.626030e+01 | 3.348380e+01 | 0.000000e+00 | 1.735210e-01 | 0.000000e+00 | 1.166630e+01 | 48.48 | 56 | 0.8657 | 7.521948e-01 | 50.0000 | 1 | 1.000000 | 2.000000 |  
GRB100324A   |    416945    | -9.209740e-01 | N/A | N/A | 9.428820e+00 | N/A | N/A | 6.226760e-02 | N/A | N/A | 61.50 | 56 | 1.098 | 2.854988e-01 | 50.0000 | 1 | 3.500000 | 4.500000 |  
GRB100322B   |    416771    | -1.476940e+00 | -2.127320e+00 | 1.520290e+00 | 3.704190e+01 | N/A | N/A | 1.083320e-02 | N/A | N/A | 60.77 | 56 | 1.085 | 3.082881e-01 | 50.0000 | 1 | 0.000000 | 1.000000 |  
GRB100316D   |    416135    | -1.464460e+00 | -0.000000e+00 | 3.368620e+00 | 9.985960e+03 | N/A | N/A | 3.467080e-03 | N/A | N/A | 52.13 | 56 | 0.9309 | 6.220673e-01 | 50.0000 | 1 | -104.040000 | -103.040000 |  
GRB100316C   |    416115    | -9.052290e-01 | -0.000000e+00 | 1.318550e+00 | 8.676300e+02 | N/A | N/A | 3.570230e-03 | N/A | N/A | 56.86 | 56 | 1.015 | 4.427192e-01 | 50.0000 | 1 | 2.116000 | 3.116000 |  
GRB100316B   |    416103    | -1.477440e+00 | -2.150530e+00 | -4.604830e-01 | 3.144460e+01 | N/A | N/A | 2.065540e-02 | N/A | N/A | 55.53 | 56 | 0.9917 | 4.924833e-01 | 50.0000 | 1 | -0.108000 | 0.892000 |  
GRB100316A   |    416076    | -1.099540e+00 | -2.488230e+00 | 3.148980e-01 | 1.340890e+02 | 0.000000e+00 | 0.000000e+00 | 2.724830e-02 | 1.533270e-02 | 1.227420e-01 | 53.36 | 56 | 0.9529 | 5.754241e-01 | 50.0000 | 1 | 1.948000 | 2.948000 |  
GRB100305A   |    414905    | -1.589870e-01 | -1.871210e+00 | 5.860490e+00 | 6.644850e+01 | 2.245640e+01 | 0.000000e+00 | 3.468480e-02 | 0.000000e+00 | 3.977840e+01 | 57.06 | 56 | 1.019 | 4.355485e-01 | 50.0000 | 1 | 62.716000 | 63.716000 |  
GRB100302A   |    414592    | -1.266490e+00 | -3.949820e+00 | 3.445110e-01 | 4.589730e+02 | 0.000000e+00 | 0.000000e+00 | 4.247280e-03 | N/A | N/A | 42.63 | 56 | 0.7613 | 9.058910e-01 | 50.0000 | 1 | 63.872000 | 64.872000 |  
GRB100224A   |    413805    | -9.157350e-01 | -0.000000e+00 | 1.509790e+00 | 3.786790e+02 | N/A | N/A | 3.491580e-03 | N/A | N/A | 54.80 | 56 | 0.9785 | 5.205464e-01 | 50.0000 | 0.988 | -0.204000 | 0.784000 |  
GRB100219A   |    412982    | -1.435250e+00 | -2.038650e+00 | -7.895630e-01 | 9.999350e+03 | 0.000000e+00 | 0.000000e+00 | 3.268660e-03 | 0.000000e+00 | 1.857340e-01 | 69.49 | 56 | 1.241 | 1.062544e-01 | 50.0000 | 1 | 31.892000 | 32.892000 |  
GRB100216A   |    412522    | 2.631210e-02 | -1.480940e+00 | 2.420270e+00 | 9.834600e+03 | 0.000000e+00 | 0.000000e+00 | 4.330750e-03 | 3.049790e-03 | 5.517130e-02 | 50.87 | 56 | 0.9084 | 6.687921e-01 | 50.0000 | 1 | -0.229000 | 0.771000 |  
GRB100213B   |    412220    | 1.290620e-01 | -1.658440e+00 | 2.762960e+00 | 4.224390e+01 | 3.015570e+01 | 6.763090e+01 | 8.826360e-02 | 0.000000e+00 | 3.297590e+00 | 62.59 | 56 | 1.118 | 2.540308e-01 | 50.0000 | 1 | 2.996000 | 3.996000 |  
GRB100213A   |    412217    | -7.129340e-01 | -1.278030e+00 | -6.699610e-02 | 1.067500e+02 | 7.526930e+01 | 5.221800e+02 | 3.583610e-02 | 1.907850e-02 | 7.303400e-02 | 61.40 | 56 | 1.096 | 2.887643e-01 | 50.0000 | 1 | 1.012000 | 2.012000 |  
GRB100212A   |    412081    | -1.114260e+00 | -1.407120e+00 | -5.661040e-01 | 2.733770e+02 | 0.000000e+00 | 0.000000e+00 | 2.187170e-02 | 1.684520e-02 | 3.955560e-02 | 77.04 | 56 | 1.376 | 3.258107e-02 | 50.0000 | 1 | -0.340000 | 0.660000 |  
GRB100206A   |    411412    | -7.877860e-01 | -1.054210e+00 | -4.906930e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 1.238540e-02 | 0.000000e+00 | 2.891070e-02 | 64.99 | 56 | 1.160 | 1.921971e-01 | 50.0000 | 1 | -0.440000 | 0.560000 |  
GRB100205A   |    411248    | -1.309960e+00 | -1.920270e+00 | -6.765080e-01 | 9.998880e+03 | 0.000000e+00 | 0.000000e+00 | 3.088630e-03 | 0.000000e+00 | 5.611210e-02 | 59.00 | 56 | 1.054 | 3.663960e-01 | 50.0000 | 1 | 8.116000 | 9.116000 |  
GRB100203A   |    411011    | 6.252870e-01 | -1.855820e+00 | 6.166350e+00 | 5.311500e+01 | 3.552250e+01 | 0.000000e+00 | 7.499460e-02 | 0.000000e+00 | 1.711900e+02 | 59.42 | 56 | 1.061 | 3.520756e-01 | 50.0000 | 1 | 3.500000 | 4.500000 |  
GRB100119A   |    383063    | -6.433920e-01 | -8.747860e-01 | -3.947600e-01 | 1.000000e+04 | 0.000000e+00 | 0.000000e+00 | 6.558090e-02 | 5.605280e-02 | 7.348540e-02 | 57.14 | 56 | 1.020 | 4.323940e-01 | 50.0000 | 1 | 2.120000 | 3.120000 |  
GRB100117A   |    382941    | -9.128540e-01 | -3.836950e+00 | 2.850390e-01 | 9.999360e+03 | N/A | N/A | 8.404210e-03 | N/A | N/A | 56.40 | 56 | 1.007 | 4.599574e-01 | 50.0000 | 1 | -0.344000 | 0.656000 |  
GRB100115A   |  00377179049 | -1.276870e+00 | -1.738950e+00 | -5.090770e-01 | 1.168390e+02 | 0.000000e+00 | 0.000000e+00 | 1.549280e-02 | N/A | N/A | 73.24 | 56 | 1.308 | 6.076551e-02 | 50.0000 | 1 | 1.000000 | 2.000000 |  
GRB100111A   |    382399    | -1.365540e+00 | -1.687570e+00 | -6.397150e-01 | 1.297720e+02 | 0.000000e+00 | 0.000000e+00 | 1.861230e-02 | 1.135640e-02 | 4.647690e-02 | 48.87 | 56 | 0.8726 | 7.393018e-01 | 50.0000 | 1 | 0.536000 | 1.536000 |  
GRB091221    |    380311    | -1.083320e+00 | -1.284630e+00 | -5.963610e-01 | 6.877390e+02 | 0.000000e+00 | 0.000000e+00 | 2.756720e-02 | 2.367400e-02 | 4.470950e-02 | 43.38 | 56 | 0.7746 | 8.910160e-01 | 50.0000 | 1 | 20.696000 | 21.696000 |  
GRB091208B   |    378559    | -1.416960e+00 | -1.599220e+00 | -1.013850e+00 | 4.175910e+02 | 0.000000e+00 | 0.000000e+00 | 1.275520e-01 | 1.098580e-01 | 1.959930e-01 | 42.78 | 56 | 0.7639 | 9.031450e-01 | 50.0000 | 1 | 8.164000 | 9.164000 |  
GRB091208A   |    378554    | -2.862230e-01 | -1.400400e+00 | 2.027660e+00 | 1.158330e+02 | 0.000000e+00 | 0.000000e+00 | 1.194830e-02 | 0.000000e+00 | 1.452940e-01 | 51.75 | 56 | 0.9241 | 6.363265e-01 | 50.0000 | 1 | 6.612000 | 7.612000 |  
GRB091130B   |    377487    | -1.211280e+00 | -1.461290e+00 | -9.140250e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 9.218750e-03 | 7.912830e-03 | 1.052460e-02 | 67.57 | 56 | 1.207 | 1.382179e-01 | 50.0000 | 1 | 0.064000 | 1.064000 |  
GRB091127    |    377179    | -1.329720e+00 | -1.712130e+00 | -9.148520e-01 | 6.958790e+01 | 5.670870e+01 | 1.256090e+02 | 5.745280e-01 | 3.755770e-01 | 9.123400e-01 | 54.11 | 56 | 0.9663 | 5.466949e-01 | 50.0000 | 1 | -0.252000 | 0.748000 |  
GRB091117    |    376211    | -7.514860e-01 | N/A | N/A | 9.112610e+02 | N/A | N/A | 2.360970e-02 | N/A | N/A | 58.88 | 56 | 1.051 | 3.705705e-01 | 50.0000 | 1 | -0.244000 | 0.756000 |  
GRB091112    |    375659    | -6.800320e-01 | -1.209530e+00 | 6.082840e-01 | 3.447230e+02 | 0.000000e+00 | 0.000000e+00 | 2.030910e-02 | 1.388210e-02 | 6.306820e-02 | 42.49 | 56 | 0.7588 | 9.085803e-01 | 50.0000 | 1 | 0.556000 | 1.556000 |  
GRB091109B   |    375409    | -7.612290e-01 | -9.295530e-01 | -5.846230e-01 | 9.999310e+03 | 0.000000e+00 | 0.000000e+00 | 1.661120e-02 | 1.507760e-02 | 3.289530e-02 | 64.59 | 56 | 1.153 | 2.016350e-01 | 50.0000 | 1 | -0.334000 | 0.666000 |  
GRB091109A   |    375246    | -1.250530e+00 | -0.000000e+00 | 6.032710e-01 | 3.751510e+02 | N/A | N/A | 1.141990e-02 | N/A | N/A | 60.56 | 56 | 1.081 | 3.147101e-01 | 50.0000 | 1 | 8.204000 | 9.204000 |  
GRB091104    |    374875    | 9.494830e-01 | -1.499830e+00 | 7.746200e+00 | 8.695370e+01 | N/A | N/A | 2.119120e-02 | N/A | N/A | 56.59 | 56 | 1.011 | 4.527002e-01 | 50.0000 | 1 | 83.336000 | 84.336000 |  
GRB091102    |    374598    | -7.214530e-01 | -1.150330e+00 | 8.115470e-02 | 1.973730e+02 | 0.000000e+00 | 0.000000e+00 | 1.808990e-02 | 1.087350e-02 | 4.376970e-02 | 69.85 | 56 | 1.247 | 1.010006e-01 | 50.0000 | 1 | -0.256000 | 0.744000 |  
GRB091029    |    374210    | -9.261390e-01 | -1.522050e+00 | -2.227550e-01 | 5.316290e+01 | 4.338490e+01 | 8.000490e+01 | 4.000290e-02 | 1.867950e-02 | 1.002310e-01 | 56.54 | 56 | 1.010 | 4.547193e-01 | 50.0000 | 1 | 19.120000 | 20.120000 |  
GRB091026    |    373871    | -1.216400e+00 | -1.420140e+00 | -5.301770e-01 | 9.999320e+03 | 0.000000e+00 | 0.000000e+00 | 1.856930e-02 | 0.000000e+00 | 3.869080e-02 | 67.18 | 56 | 1.200 | 1.455626e-01 | 50.0000 | 1 | -0.360000 | 0.640000 |  
GRB091024    |    373674    | -9.728260e-01 | -1.324190e+00 | -9.429850e-03 | 4.383780e+02 | 0.000000e+00 | 0.000000e+00 | 2.022300e-02 | 0.000000e+00 | 4.544140e-03 | 61.48 | 56 | 1.098 | 2.862763e-01 | 50.0000 | 1 | 0.756000 | 1.756000 |  
GRB091020    |    373458    | -1.094610e+00 | -1.245240e+00 | -6.686190e-01 | 5.632940e+02 | 0.000000e+00 | 0.000000e+00 | 3.926370e-02 | 3.331240e-02 | 6.054330e-02 | 64.49 | 56 | 1.152 | 2.041274e-01 | 50.0000 | 1 | 1.144000 | 2.144000 |  
GRB091018    |    373172    | -1.298220e+00 | -1.591700e+00 | -9.827000e-01 | 3.506180e+01 | 2.913420e+01 | 3.915490e+01 | 1.911670e-01 | 1.335240e-01 | 2.823510e-01 | 55.28 | 56 | 0.9871 | 5.021020e-01 | 50.0000 | 1 | 0.800000 | 1.800000 |  
GRB090929B   |    371050    | -6.087560e-01 | -9.702540e-01 | -1.586040e-01 | 2.463710e+02 | N/A | N/A | 3.936780e-02 | N/A | N/A | 49.60 | 56 | 0.8858 | 7.140665e-01 | 50.0000 | 1 | 30.672000 | 31.672000 |  
GRB090929A   |  00075259002 | -5.665580e-01 | -6.408810e-01 | -4.875270e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 5.320550e-02 | 5.088200e-02 | 6.495260e-02 | 62.38 | 56 | 1.114 | 2.599567e-01 | 50.0000 | 1 | 0.772000 | 1.772000 |  
GRB090927    |    370846    | -6.701530e-01 | -1.548490e+00 | 4.932930e-01 | 5.513560e+01 | 4.310830e+01 | 1.184790e+02 | 5.499510e-02 | 0.000000e+00 | 2.535890e-01 | 68.20 | 56 | 1.218 | 1.270433e-01 | 50.0000 | 1 | -0.008000 | 0.992000 |  
GRB090926B   |    370791    | -8.862710e-01 | -1.300140e+00 | -1.704260e-01 | 1.902910e+02 | 0.000000e+00 | 0.000000e+00 | 3.805790e-02 | 2.475710e-02 | 7.856920e-02 | 44.87 | 56 | 0.8013 | 8.568479e-01 | 50.0000 | 1 | -1.312000 | -0.312000 |  
GRB090916    |    362818    | -1.366280e+00 | -3.113660e+00 | -3.843080e-01 | 8.784400e+02 | 0.000000e+00 | 0.000000e+00 | 1.640850e-02 | 1.324940e-02 | 0.000000e+00 | 57.77 | 56 | 1.032 | 4.096649e-01 | 50.0000 | 1 | -0.036000 | 0.964000 |  
GRB090915    |    362785    | 7.686970e-01 | -0.000000e+00 | -0.000000e+00 | 1.484550e+02 | 0.000000e+00 | 0.000000e+00 | 2.805250e-02 | 0.000000e+00 | 1.109500e+02 | 66.52 | 56 | 1.188 | 1.585994e-01 | 50.0000 | 1 | 3.500000 | 4.500000 |  
GRB090912    |    362633    | -1.858000e+00 | -2.227400e+00 | -1.150770e+00 | 9.999360e+03 | N/A | N/A | 1.031350e-02 | N/A | N/A | 71.46 | 56 | 1.276 | 7.977780e-02 | 50.0000 | 1 | 88.152000 | 89.152000 |  
GRB090904B   |    361831    | -8.769540e-01 | -2.165430e+00 | 4.688120e+00 | 5.010630e+01 | 8.686200e+00 | 0.000000e+00 | 6.849250e-02 | 0.000000e+00 | 9.442990e+01 | 65.86 | 56 | 1.176 | 1.725842e-01 | 50.0000 | 1 | 8.332000 | 9.332000 |  
GRB090904A   |    361830    | -1.553550e+00 | -1.717380e+00 | -1.374220e+00 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 1.381900e-02 | 3.111290e-03 | 8.517250e-03 | 57.53 | 56 | 1.027 | 4.181576e-01 | 50.0000 | 1 | 127.068000 | 128.068000 |  
GRB090831C   |    361489    | -1.190900e+00 | -0.000000e+00 | -1.045100e-01 | 9.999350e+03 | N/A | N/A | 4.679670e-03 | N/A | N/A | 39.54 | 56 | 0.7060 | 9.531447e-01 | 50.0000 | 1 | 1.924000 | 2.924000 |  
GRB090827    |    361029    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB090823    |  00036390005 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB090815C   |    360068    | 5.357850e-01 | -1.176510e+00 | 4.394980e+00 | 1.267190e+02 | 0.000000e+00 | 0.000000e+00 | 1.232440e-02 | 0.000000e+00 | 8.546240e-01 | 50.81 | 56 | 0.9074 | 6.709195e-01 | 50.0000 | 1 | -0.148000 | 0.852000 |  
GRB090814A   |    359951    | -1.000620e+00 | -8.513300e+00 | 6.002830e+00 | 1.151030e+02 | 0.000000e+00 | 0.000000e+00 | 7.253980e-03 | 2.688310e-03 | 4.642750e+01 | 62.99 | 56 | 1.125 | 2.427891e-01 | 50.0000 | 1 | 5.892000 | 6.892000 |  
GRB090813    |    359884    | -1.217170e+00 | -1.391400e+00 | -7.796710e-01 | 3.674780e+02 | 0.000000e+00 | 0.000000e+00 | 8.076690e-02 | 6.691470e-02 | 1.297420e-01 | 72.03 | 56 | 1.286 | 7.329674e-02 | 50.0000 | 1 | -0.040000 | 0.960000 |  
GRB090812    |    359711    | -8.575210e-01 | -9.593880e-01 | -6.679770e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 3.110460e-02 | 2.935360e-02 | 4.145880e-02 | 43.07 | 56 | 0.7691 | 8.973803e-01 | 50.0000 | 1 | 26.824000 | 27.824000 |  
GRB090809A   |    359530    | -1.233300e+00 | -3.212200e+00 | 3.039090e-02 | 2.804190e+02 | 0.000000e+00 | 0.000000e+00 | 1.042330e-02 | N/A | N/A | 62.40 | 56 | 1.114 | 2.594062e-01 | 50.0000 | 1 | 2.264000 | 3.264000 |  
GRB090807A   |    359378    | -1.860910e+00 | -2.698180e+00 | -6.913860e-01 | 9.999360e+03 | N/A | N/A | 5.054340e-03 | N/A | N/A | 48.00 | 56 | 0.8571 | 7.677762e-01 | 50.0000 | 1 | 41.948000 | 42.948000 |  
GRB090728    |    358574    | -1.903340e+00 | N/A | N/A | 3.862080e+00 | N/A | N/A | 3.867340e-03 | N/A | N/A | 67.94 | 56 | 1.213 | 1.316553e-01 | 50.0000 | 1 | 7.588000 | 8.588000 |  
GRB090727    |    358520    | -1.256530e+00 | -1.780320e+00 | -3.917860e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 4.388860e-03 | 3.186060e-03 | 1.710070e-02 | 65.36 | 56 | 1.167 | 1.836077e-01 | 50.0000 | 1 | 0.116000 | 1.116000 |  
GRB090726    |    358422    | 1.622010e+00 | -5.346920e-01 | 5.791080e+00 | 4.031370e+01 | 3.380420e+01 | 5.119470e+01 | 6.724920e-01 | 0.000000e+00 | 2.604210e+02 | 61.81 | 56 | 1.104 | 2.765168e-01 | 50.0000 | 1 | 7.660000 | 8.660000 |  
